Distance_(pixels),Gray_Value
902,33.274
903,32.489
904,32.333
905,32.037
906,32.267
907,31.704
908,31.711
909,31.570
910,32.000
911,30.689
912,31.304
913,31.481
914,31.244
915,30.963
916,31.904
917,32.074
918,31.311
919,31.444
920,31.296
921,31.015
922,31.563
923,31.059
924,30.726
925,31.341
926,30.415
927,30.659
928,30.563
929,30.333
930,30.200
931,30.089
932,29.430
933,28.904
934,29.030
935,28.496
936,28.163
937,27.081
938,27.259
939,26.607
940,25.904
941,25.407
942,25.193
943,24.363
944,23.667
945,23.333
946,22.237
947,22.052
948,20.770
949,20.941
950,20.022
951,19.741
952,18.911
953,19.030
954,18.215
955,17.896
956,17.393
957,17.170
958,16.593
959,16.030
960,15.459
961,15.407
962,15.007
963,15.178
964,15.178
965,14.215
966,14.133
967,13.956
968,14.111
969,14.311
970,13.985
971,14.089
972,14.104
973,14.393
974,13.919
975,13.881
976,13.696
977,14.326
978,13.711
979,13.644
980,13.726
981,14.104
982,13.696
983,13.852
984,13.385
985,13.504
986,13.748
987,13.756
988,12.985
989,12.926
990,13.193
991,12.526
992,12.333
993,12.652
994,13.000
995,12.385
996,11.704
997,11.726
998,11.681
999,10.970
1000,11.407
1001,11.237
1002,10.800
1003,10.341
1004,9.630
1005,9.881
1006,9.333
1007,8.985
1008,9.037
1009,9.111
1010,8.037
1011,8.244
1012,8.044
1013,7.681
1014,7.237
1015,7.304
1016,7.578
1017,6.800
1018,6.800
1019,6.956
1020,6.356
1021,6.326
1022,6.430
1023,6.207
1024,6.267
1025,6.348
1026,6.185
1027,6.141
1028,6.148
1029,6.178
1030,5.881
1031,5.889
1032,5.978
1033,6.467
1034,5.822
1035,5.904
1036,6.081
1037,5.911
1038,5.867
1039,6.141
1040,5.681
1041,5.570
1042,6.230
1043,5.859
1044,5.889
1045,5.593
1046,5.526
1047,5.274
1048,5.711
1049,5.563
1050,5.237
1051,5.348
1052,5.459
1053,5.822
1054,5.593
1055,5.170
1056,5.393
1057,5.585
1058,4.941
1059,5.289
1060,5.126
1061,4.889
1062,5.237
1063,5.193
1064,4.793
1065,4.533
1066,4.756
1067,5.185
1068,5.444
1069,5.089
1070,4.689
1071,4.259
1072,5.052
1073,4.770
1074,4.444
1075,5.067
1076,4.481
1077,4.726
1078,4.363
1079,4.452
1080,4.422
1081,5.030
1082,4.556
1083,4.681
1084,4.607
1085,4.215
1086,4.533
1087,4.659
1088,4.667
1089,4.919
1090,4.363
1091,4.785
1092,4.385
1093,4.600
1094,4.822
1095,4.622
1096,5.007
1097,4.956
1098,4.341
1099,4.037
1100,5.059
1101,5.007
1102,4.563
1103,4.785
1104,4.741
1105,5.370
1106,4.844
1107,4.496
1108,4.785
1109,4.600
1110,4.756
1111,4.778
1112,4.933
1113,4.704
1114,4.467
1115,4.459
1116,4.696
1117,4.852
1118,4.496
1119,4.659
1120,4.867
1121,4.911
1122,4.874
1123,5.052
1124,4.785
1125,4.985
1126,5.222
1127,5.119
1128,5.681
1129,5.207
1130,4.859
1131,5.637
1132,5.570
1133,5.563
1134,5.430
1135,5.815
1136,5.696
1137,5.733
1138,5.674
1139,5.119
1140,6.444
1141,5.711
1142,5.593
1143,5.733
1144,5.985
1145,5.896
1146,5.696
1147,5.815
1148,5.548
1149,5.904
1150,5.978
1151,5.867
1152,5.830
1153,6.274
1154,6.044
1155,5.667
1156,5.948
1157,5.778
1158,5.748
1159,6.052
1160,6.267
1161,5.993
1162,6.074
1163,5.807
1164,5.963
1165,5.756
1166,5.859
1167,6.022
1168,5.867
1169,6.504
1170,6.541
1171,5.978
1172,6.326
1173,5.956
1174,6.496
1175,5.956
1176,6.333
1177,6.156
1178,6.363
1179,5.881
1180,6.119
1181,6.511
1182,6.274
1183,5.859
1184,6.519
1185,6.333
1186,6.570
1187,6.496
1188,6.119
1189,6.519
1190,6.259
1191,6.459
1192,5.756
1193,6.281
1194,6.674
1195,6.385
1196,6.370
1197,6.356
1198,6.504
1199,6.259
1200,6.667
1201,6.422
1202,6.000
1203,6.385
1204,6.585
1205,6.519
1206,6.689
1207,6.519
1208,6.474
1209,6.689
1210,6.593
1211,6.637
1212,6.385
1213,6.711
1214,6.467
1215,6.881
1216,7.163
1217,6.719
1218,6.711
1219,6.993
1220,6.615
1221,6.867
1222,6.570
1223,6.578
1224,6.859
1225,6.822
1226,6.430
1227,6.630
1228,6.659
1229,6.533
1230,6.993
1231,6.489
1232,6.674
1233,7.148
1234,6.444
1235,6.830
1236,6.681
1237,6.348
1238,5.956
1239,6.274
1240,6.415
1241,6.393
1242,6.600
1243,6.319
1244,6.178
1245,6.341
1246,6.207
1247,5.830
1248,6.296
1249,6.044
1250,5.963
1251,6.119
1252,6.385
1253,6.059
1254,6.000
1255,5.741
1256,6.326
1257,5.844
1258,5.659
1259,6.400
1260,5.630
1261,5.659
1262,5.593
1263,5.926
1264,5.815
1265,5.548
1266,6.119
1267,5.659
1268,5.511
1269,5.830
1270,5.970
1271,5.844
1272,5.807
1273,6.052
1274,5.667
1275,5.993
1276,5.985
1277,5.800
1278,5.637
1279,5.607
