Distance_(pixels),Gray_Value
561,82.351
562,83.924
563,85.252
564,87.191
565,88.427
566,89.725
567,90.840
568,90.840
569,90.489
570,90.168
571,90.198
572,89.427
573,88.954
574,86.954
575,85.954
576,83.504
577,80.916
578,78.779
579,75.466
580,73.420
581,70.878
582,68.145
583,65.015
584,61.466
585,58.695
586,56.389
587,54.565
588,51.260
589,49.374
590,46.664
591,45.443
592,43.214
593,41.885
594,41.473
595,40.374
596,40.328
597,39.931
598,40.878
599,40.756
600,42.458
601,43.611
602,44.863
603,47.176
604,49.855
605,52.710
606,55.145
607,58.794
608,62.504
609,66.412
610,70.702
611,73.656
612,76.969
613,81.748
614,85.557
615,89.229
616,93.656
617,96.244
618,100.267
619,104.962
620,106.824
621,110.634
622,112.672
623,114.985
624,116.542
625,117.115
626,118.389
627,118.405
628,118.664
629,118.573
630,117.466
631,116.115
632,115.275
633,112.763
634,111.107
635,108.145
636,105.000
637,102.534
638,99.115
639,95.733
640,91.969
641,86.687
642,83.145
643,79.992
644,76.160
645,72.985
646,69.382
647,65.542
648,61.336
649,59.130
650,55.832
651,53.718
652,51.786
653,49.588
654,48.328
655,47.084
656,46.718
657,46.420
658,46.863
659,47.504
660,47.740
661,49.397
662,51.275
663,53.344
664,56.076
665,58.725
666,61.931
667,65.000
668,68.649
669,72.687
670,76.351
671,80.015
672,84.618
673,88.832
674,92.626
675,95.977
676,99.718
677,103.191
678,106.519
679,109.771
680,112.687
681,115.382
682,117.649
683,118.198
684,119.710
685,120.969
686,121.985
687,122.099
688,120.809
689,120.160
690,119.099
691,116.137
692,115.008
693,113.084
694,111.137
695,107.992
696,104.870
697,102.298
698,99.069
699,94.718
700,90.168
701,85.840
702,81.809
703,78.924
704,74.809
705,70.595
706,66.809
707,62.840
708,60.137
709,57.534
710,55.168
711,51.771
712,49.511
713,48.473
714,47.092
715,46.702
716,45.702
717,45.733
718,45.603
719,47.809
720,48.672
721,49.511
722,50.466
723,54.641
724,56.542
725,58.695
726,61.885
727,66.344
728,69.863
729,72.542
730,76.626
731,80.084
732,84.458
733,88.962
734,92.290
735,95.580
736,99.985
737,101.885
738,104.695
739,109.115
740,111.359
741,113.985
742,116.229
743,116.443
744,117.687
745,118.366
746,119.099
747,118.244
748,117.229
749,117.145
750,114.649
751,115.092
752,111.389
753,109.298
754,106.924
755,102.496
756,99.756
757,95.863
758,92.198
759,89.275
760,84.817
761,81.763
762,77.145
763,73.107
764,68.969
765,65.595
766,61.962
767,58.252
768,54.962
769,51.939
770,49.290
771,47.565
772,45.527
773,44.076
774,42.061
775,41.626
776,41.076
777,40.916
778,40.924
779,41.420
780,41.855
781,43.511
782,45.000
783,45.870
784,49.183
785,51.221
786,53.244
787,55.489
788,58.183
789,60.458
790,63.824
791,66.939
792,69.145
793,72.435
794,76.015
795,78.008
796,80.466
797,83.710
798,85.221
799,87.160
800,88.504
801,90.290
802,91.374
803,91.916
804,92.504
805,92.718
806,92.489
807,93.000
808,91.885
809,90.099
810,88.137
811,88.069
812,86.198
813,83.733
814,81.718
815,79.412
816,76.397
817,73.802
818,69.969
819,67.305
820,64.427
821,60.985
822,57.817
823,55.542
824,53.267
825,49.267
826,46.595
827,43.435
828,41.023
829,39.305
830,37.649
831,35.221
832,33.695
833,32.893
834,31.710
835,30.779
836,30.206
837,30.221
838,30.344
839,30.885
840,31.542
841,31.420
842,32.832
843,34.084
844,35.198
845,37.290
846,38.344
847,40.000
848,41.076
849,42.794
850,44.573
851,46.489
852,47.947
853,49.557
854,50.931
855,52.458
856,53.649
857,54.931
858,56.473
859,57.107
860,57.687
861,58.649
862,58.565
863,59.023
864,58.870
865,58.885
866,58.672
867,58.099
868,58.168
869,56.893
870,56.038
871,53.855
872,53.130
873,50.756
874,49.664
875,47.267
876,45.947
877,44.595
878,42.176
879,40.542
880,38.634
881,36.802
882,34.802
883,32.664
884,31.374
885,29.649
886,27.344
887,26.435
888,25.008
889,23.878
890,22.824
891,21.176
892,20.641
893,20.069
894,19.244
895,19.252
896,18.458
897,18.221
898,18.718
899,17.710
900,18.107
901,18.626
902,19.405
903,19.794
904,20.015
905,20.443
906,20.954
907,22.229
908,22.992
909,23.756
910,24.534
911,25.466
912,25.481
913,26.466
914,27.206
915,27.450
916,28.130
917,29.389
918,29.450
919,29.168
920,29.733
921,29.595
922,29.733
923,30.061
924,29.504
925,29.344
926,29.527
927,28.351
928,28.099
929,28.176
930,27.328
931,26.450
932,25.931
933,25.176
934,24.107
935,24.008
936,22.779
937,21.954
938,20.504
939,20.206
940,19.107
941,18.641
942,16.962
943,16.710
944,15.595
945,14.893
946,14.588
947,13.053
948,12.840
949,12.176
950,11.756
951,11.160
952,10.855
953,10.061
954,10.000
955,9.863
956,9.618
957,9.382
958,9.382
959,9.420
960,9.214
961,9.099
962,9.000
963,9.260
964,9.863
965,9.893
966,9.481
967,9.672
968,9.626
969,10.099
970,10.534
971,10.649
972,10.878
973,10.916
974,11.763
975,11.176
976,11.305
977,11.115
978,11.916
979,11.099
980,11.282
981,11.527
982,11.458
983,11.443
984,10.863
985,11.084
986,10.962
987,10.962
988,10.947
989,10.405
990,9.847
991,10.420
992,9.527
993,9.496
994,9.885
995,9.641
996,9.084
997,8.427
998,8.634
999,8.115
1000,7.618
1001,8.260
1002,8.244
1003,7.466
1004,6.847
1005,6.466
1006,7.023
1007,6.328
1008,6.015
1009,6.290
1010,6.145
1011,5.695
1012,6.023
1013,5.336
1014,5.420
1015,5.191
1016,5.107
1017,5.626
1018,4.992
1019,4.977
1020,5.214
1021,4.748
1022,5.031
1023,4.947
1024,4.710
1025,5.191
1026,5.122
1027,5.084
1028,4.756
1029,5.092
1030,4.985
1031,4.977
1032,4.664
1033,5.313
1034,5.168
1035,4.893
1036,5.076
1037,5.145
1038,4.916
1039,5.122
1040,5.244
1041,4.885
1042,4.977
1043,5.321
1044,4.855
1045,5.099
1046,4.893
1047,4.618
1048,4.481
1049,5.122
1050,4.916
1051,4.542
1052,4.672
1053,4.908
1054,5.298
1055,4.885
1056,5.069
1057,5.015
1058,4.863
1059,4.466
1060,4.687
1061,4.916
1062,4.603
1063,4.611
1064,4.695
1065,4.603
1066,4.008
1067,4.611
1068,5.168
1069,5.229
1070,5.000
1071,4.557
1072,4.183
1073,5.198
1074,4.649
1075,4.481
1076,5.008
1077,4.641
1078,5.008
1079,4.481
1080,4.855
1081,4.779
1082,5.466
1083,5.107
1084,5.107
1085,4.962
1086,4.832
1087,5.328
1088,5.412
1089,5.275
1090,5.702
1091,5.137
1092,5.466
1093,5.458
1094,5.221
1095,5.916
1096,5.771
1097,6.252
1098,6.076
1099,5.626
1100,5.611
1101,6.618
1102,6.534
1103,6.366
1104,6.275
1105,6.099
1106,6.832
1107,6.305
1108,6.336
1109,6.099
1110,5.893
1111,6.168
1112,6.092
1113,6.198
1114,5.878
1115,5.809
1116,5.710
1117,5.656
1118,5.718
1119,5.458
1120,5.489
1121,5.435
1122,5.496
1123,5.351
1124,5.382
1125,5.328
1126,5.374
1127,5.496
1128,5.443
1129,5.878
1130,5.397
1131,5.061
1132,5.466
1133,5.733
1134,5.809
1135,5.519
1136,6.244
1137,5.580
1138,5.863
1139,5.893
1140,5.725
1141,6.931
1142,6.481
1143,6.519
1144,6.656
1145,6.725
1146,7.099
1147,6.947
1148,7.389
1149,7.122
1150,7.733
1151,7.885
1152,7.992
1153,8.092
1154,8.443
1155,8.565
1156,8.298
1157,8.687
1158,8.481
1159,8.412
1160,8.748
1161,9.046
1162,8.817
1163,9.076
1164,8.481
1165,8.832
1166,8.634
1167,8.733
1168,8.824
1169,8.595
1170,8.855
1171,8.641
1172,8.664
1173,8.489
1174,7.908
1175,7.969
1176,7.672
1177,7.802
1178,7.382
1179,7.328
1180,7.092
1181,6.733
1182,7.023
1183,6.656
1184,5.977
1185,6.443
1186,6.374
1187,6.366
1188,6.137
1189,5.824
1190,6.031
1191,6.000
1192,6.229
1193,5.687
1194,6.214
1195,6.359
1196,6.412
1197,6.573
1198,6.710
1199,6.542
1200,6.527
1201,6.809
1202,7.183
1203,6.718
1204,7.115
1205,7.725
1206,7.656
1207,8.046
1208,8.000
1209,8.214
1210,8.725
1211,8.557
1212,8.733
1213,8.756
1214,9.282
1215,8.992
1216,9.656
1217,9.962
1218,9.817
1219,9.695
1220,9.656
1221,9.756
1222,9.840
1223,9.473
1224,9.649
1225,9.611
1226,9.542
1227,9.328
1228,9.198
1229,8.893
1230,8.924
1231,8.832
1232,8.542
1233,8.611
1234,8.679
1235,8.389
1236,7.908
1237,7.817
1238,7.244
1239,6.977
1240,7.160
1241,6.748
1242,6.672
1243,6.573
1244,6.397
1245,6.221
1246,6.206
1247,5.885
1248,5.962
1249,6.153
1250,6.092
1251,5.740
1252,6.053
1253,6.298
1254,5.908
1255,5.947
1256,5.901
1257,6.229
1258,6.183
1259,5.916
1260,6.618
1261,5.985
1262,6.290
1263,6.328
1264,6.550
1265,6.908
1266,6.511
1267,7.137
1268,6.908
1269,7.313
1270,7.359
1271,7.626
1272,7.641
1273,7.649
1274,7.969
1275,7.679
1276,8.122
1277,8.260
1278,8.061
1279,7.809
1280,7.985
