Distance_(pixels),Gray_Value
0,3.105
1,3.540
2,3.831
3,3.266
4,3.500
5,3.621
6,3.202
7,3.427
8,3.581
9,3.347
10,4.234
11,3.653
12,3.468
13,3.589
14,3.847
15,3.798
16,3.556
17,3.282
18,3.121
19,3.484
20,3.645
21,3.742
22,3.234
23,3.411
24,3.790
25,3.548
26,3.371
27,3.363
28,4.258
29,3.548
30,3.508
31,3.742
32,3.984
33,3.935
34,3.839
35,3.782
36,4.024
37,3.605
38,3.613
39,3.992
40,4.194
41,3.847
42,4.121
43,4.387
44,4.669
45,4.419
46,4.331
47,4.758
48,4.444
49,4.565
50,4.339
51,4.685
52,4.444
53,5.008
54,4.685
55,4.540
56,5.121
57,4.823
58,4.516
59,4.903
60,5.137
61,4.629
62,5.315
63,5.306
64,5.097
65,5.153
66,4.806
67,4.823
68,5.065
69,5.137
70,4.847
71,4.653
72,5.468
73,5.556
74,4.984
75,5.121
76,4.879
77,5.226
78,5.089
79,5.444
80,5.452
81,5.621
82,5.427
83,4.815
84,5.274
85,5.032
86,5.492
87,5.782
88,5.419
89,5.460
90,5.782
91,5.758
92,5.734
93,5.984
94,5.879
95,5.565
96,5.153
97,5.919
98,5.766
99,6.024
100,5.774
101,5.831
102,5.589
103,5.992
104,6.113
105,6.411
106,5.911
107,5.887
108,6.258
109,6.000
110,6.411
111,6.323
112,6.371
113,6.339
114,6.629
115,6.863
116,6.419
117,6.290
118,6.758
119,6.839
120,7.000
121,6.274
122,6.387
123,7.016
124,6.677
125,6.298
126,6.508
127,6.661
128,7.048
129,6.669
130,6.581
131,6.403
132,6.282
133,6.290
134,6.855
135,6.742
136,6.637
137,7.089
138,6.952
139,6.847
140,6.702
141,6.766
142,6.468
143,6.847
144,6.613
145,6.750
146,6.315
147,6.919
148,6.863
149,6.992
150,6.766
151,7.210
152,7.040
153,6.661
154,6.879
155,6.879
156,6.685
157,7.056
158,7.008
159,7.242
160,7.202
161,6.758
162,7.435
163,6.992
164,6.984
165,6.476
166,7.097
167,6.944
168,6.944
169,7.242
170,7.032
171,6.968
172,6.782
173,7.089
174,6.927
175,7.258
176,7.210
177,7.040
178,7.113
179,7.113
180,7.113
181,6.911
182,6.976
183,6.935
184,6.766
185,6.516
186,6.806
187,6.548
188,6.710
189,7.000
190,6.726
191,6.460
192,6.621
193,6.685
194,7.040
195,6.806
196,6.468
197,6.702
198,6.839
199,6.387
200,6.452
201,6.435
202,7.032
203,6.613
204,6.508
205,6.645
206,6.476
207,6.863
208,6.879
209,6.460
210,6.565
211,6.016
212,6.742
213,6.903
214,6.266
215,6.589
216,6.427
217,6.621
218,6.153
219,6.274
220,6.556
221,6.613
222,6.645
223,6.185
224,6.444
225,6.113
226,6.444
227,6.323
228,5.952
229,6.403
230,6.403
231,6.621
232,6.073
233,6.387
234,5.895
235,6.274
236,5.935
237,5.887
238,6.565
239,5.879
240,5.758
241,6.048
242,6.371
243,6.605
244,5.798
245,5.903
246,5.435
247,5.605
248,5.685
249,5.952
250,5.258
251,5.605
252,5.395
253,5.008
254,5.532
255,4.976
256,5.274
257,4.903
258,5.702
259,5.540
260,5.129
261,4.766
262,5.113
263,4.927
264,4.895
265,4.976
266,4.911
267,5.194
268,4.685
269,5.202
270,4.806
271,4.710
272,5.129
273,5.427
274,5.637
275,5.532
276,5.274
277,5.129
278,5.613
279,4.855
280,4.621
281,5.250
282,5.161
283,5.637
284,5.565
285,5.387
286,5.444
287,5.508
288,5.621
289,5.532
290,5.379
291,5.605
292,6.177
293,5.952
294,5.605
295,6.419
296,5.476
297,5.468
298,5.460
299,5.927
300,6.032
301,5.871
302,5.863
303,5.669
304,6.298
305,5.435
306,5.274
307,5.419
308,5.839
309,4.887
310,5.476
311,5.194
312,5.145
313,5.250
