Distance_(pixels),Gray_Value
0,160.000
1,105.000
2,7.696
3,8.580
4,8.246
5,8.130
6,8.268
7,8.181
8,8.022
9,8.087
10,8.297
11,8.196
12,8.920
13,8.167
14,8.290
15,8.152
16,8.536
17,8.681
18,8.558
19,8.775
20,8.674
21,8.768
22,8.928
23,9.029
24,8.870
25,8.855
26,9.399
27,9.377
28,8.971
29,9.072
30,9.601
31,9.051
32,9.486
33,9.196
34,9.428
35,9.746
36,9.572
37,9.471
38,9.594
39,9.043
40,9.239
41,9.587
42,9.428
43,9.087
44,9.072
45,9.355
46,9.449
47,9.420
48,8.928
49,9.522
50,8.891
51,9.297
52,8.558
53,8.812
54,8.449
55,8.855
56,8.775
57,8.391
58,9.036
59,8.406
60,8.225
61,8.109
62,8.464
63,7.732
64,8.457
65,8.449
66,8.522
67,8.543
68,7.964
69,8.420
70,8.587
71,8.841
72,8.536
73,8.638
74,9.239
75,9.543
76,9.130
77,9.507
78,9.319
79,10.094
80,9.862
81,10.007
82,10.601
83,10.783
84,10.536
85,10.239
86,10.920
87,10.913
88,11.486
89,11.717
90,11.667
91,11.558
92,12.159
93,12.152
94,11.754
95,12.261
96,11.833
97,11.884
98,11.486
99,12.080
100,11.406
101,12.007
102,11.406
103,11.529
104,10.652
105,10.971
106,10.630
107,10.949
108,10.080
109,10.174
110,10.326
111,9.942
112,9.514
113,9.616
114,9.609
115,9.399
116,9.203
117,9.246
118,8.783
119,8.667
120,9.152
121,8.906
122,8.688
123,8.536
124,8.565
125,8.862
126,8.413
127,8.659
128,8.703
129,9.203
130,9.551
131,9.203
132,9.609
133,9.616
134,9.601
135,9.841
136,10.674
137,10.551
138,10.732
139,11.391
140,11.703
141,11.449
142,11.891
143,11.775
144,12.101
145,12.870
146,12.420
147,12.884
148,12.638
149,13.188
150,13.210
151,13.297
152,13.333
153,13.457
154,13.268
155,13.239
156,13.348
157,13.275
158,13.413
159,12.761
160,12.841
161,12.775
162,12.667
163,11.964
164,12.036
165,11.652
166,11.551
167,10.855
168,10.920
169,10.572
170,10.341
171,10.181
172,9.754
173,9.899
174,9.514
175,9.428
176,9.123
177,9.109
178,9.072
179,9.065
180,8.761
181,8.891
182,8.514
183,8.572
184,8.638
185,8.833
186,8.870
187,8.870
188,8.659
189,8.739
190,9.181
191,9.732
192,9.978
193,9.819
194,10.080
195,10.471
196,10.797
197,10.630
198,10.696
199,10.964
200,11.290
201,11.326
202,11.543
203,11.928
204,12.420
205,12.254
206,12.630
207,12.935
208,12.449
209,12.659
210,13.130
211,12.862
212,12.783
213,12.043
214,13.036
215,13.101
216,12.319
217,12.536
218,12.435
219,12.254
220,11.754
221,11.674
222,11.558
223,11.355
224,11.138
225,10.783
226,10.833
227,10.464
228,10.304
229,10.203
230,9.514
231,9.536
232,9.710
233,9.696
234,8.899
235,9.094
236,8.471
237,9.022
238,8.391
239,8.775
240,8.906
241,8.449
242,8.355
243,8.471
244,8.565
245,8.986
246,8.377
247,8.804
248,8.333
249,8.957
250,9.007
251,9.232
252,9.101
253,9.312
254,9.109
255,9.246
256,9.594
257,9.355
258,9.638
259,9.391
260,10.029
261,10.000
262,9.855
263,9.710
264,10.196
265,9.638
266,10.022
267,9.949
268,9.993
269,10.283
270,9.819
271,10.326
272,10.087
273,9.710
274,10.123
275,10.304
276,10.529
277,10.043
278,9.667
279,9.899
280,9.681
281,9.116
282,9.196
283,9.413
284,9.029
285,9.362
286,9.667
287,9.014
288,8.920
289,9.210
290,9.058
291,8.601
292,8.297
293,8.609
294,8.920
295,8.609
296,8.601
297,9.014
298,8.196
299,8.268
300,8.355
301,8.493
302,8.457
303,8.580
304,8.428
305,8.420
306,8.725
307,8.152
308,8.072
309,8.348
310,8.543
311,8.246
312,8.652
313,8.210
314,8.254
315,8.703
316,8.609
317,8.348
318,8.957
319,8.659
320,9.297
321,8.790
322,8.587
323,9.000
324,8.761
325,8.377
326,9.138
327,9.246
328,8.638
329,8.848
330,8.870
331,8.826
332,9.014
333,9.283
334,9.167
335,8.797
336,8.826
337,9.109
338,8.978
339,8.609
340,9.043
341,8.862
342,8.522
343,8.761
344,8.710
345,9.217
346,8.804
347,9.232
348,8.623
349,8.920
350,8.645
351,8.290
352,8.471
353,8.812
354,8.449
355,8.319
356,8.681
357,8.565
358,8.290
359,8.435
360,7.993
361,8.290
362,8.681
363,8.232
364,8.261
365,8.674
366,9.167
367,9.007
368,8.964
369,8.899
370,9.355
371,9.348
372,9.514
373,9.536
374,10.138
375,10.297
376,10.558
377,11.014
378,11.457
379,10.891
380,11.551
381,11.659
382,12.007
383,11.790
384,12.667
385,13.203
386,13.167
387,13.391
388,14.072
389,13.775
390,13.507
391,14.413
392,14.384
393,14.464
394,14.565
395,14.101
396,14.710
397,14.312
398,15.174
399,14.384
