Distance_(pixels),Gray_Value
0,160.000
1,105.000
2,2.899
3,3.773
4,3.874
5,3.286
6,3.513
7,3.597
8,3.252
9,3.311
10,3.143
11,3.185
12,4.143
13,3.647
14,3.479
15,3.462
16,3.471
17,3.630
18,3.454
19,3.235
20,3.403
21,3.605
22,3.630
23,3.908
24,3.311
25,3.445
26,3.714
27,3.824
28,3.655
29,3.622
30,4.336
31,3.824
32,3.504
33,3.849
34,4.261
35,4.025
36,4.185
37,4.109
38,4.445
39,3.916
40,3.950
41,4.218
42,4.387
43,4.345
44,4.756
45,4.924
46,4.899
47,4.891
48,4.908
49,5.454
50,4.723
51,5.034
52,4.815
53,5.185
54,4.462
55,5.412
56,5.193
57,5.118
58,5.739
59,5.176
60,5.193
61,5.555
62,5.479
63,5.101
64,5.546
65,5.664
66,5.588
67,5.588
68,5.319
69,5.345
70,5.345
71,5.513
72,5.235
73,5.050
74,5.294
75,5.739
76,5.294
77,5.345
78,5.109
79,5.580
80,5.227
81,5.361
82,5.597
83,5.908
84,5.723
85,5.059
86,5.496
87,5.437
88,5.588
89,6.101
90,5.714
91,5.647
92,6.210
93,6.000
94,6.101
95,5.908
96,6.101
97,5.992
98,5.748
99,6.361
100,6.294
101,6.429
102,6.277
103,6.529
104,6.496
105,6.908
106,6.748
107,7.504
108,6.303
109,6.916
110,7.387
111,7.017
112,7.261
113,7.261
114,7.824
115,7.513
116,7.773
117,7.908
118,7.303
119,7.697
120,8.118
121,8.151
122,7.966
123,7.681
124,7.798
125,8.067
126,7.622
127,7.655
128,7.706
129,7.748
130,8.017
131,7.731
132,7.613
133,7.403
134,7.345
135,7.454
136,7.849
137,7.454
138,7.328
139,7.655
140,7.739
141,7.496
142,7.210
143,7.387
144,7.252
145,7.218
146,7.118
147,7.328
148,7.185
149,7.336
150,7.235
151,7.101
152,7.050
153,7.681
154,7.303
155,7.185
156,7.176
157,7.681
158,7.462
159,7.782
160,7.437
161,7.664
162,7.866
163,7.664
164,7.765
165,7.731
166,7.840
167,7.756
168,8.118
169,7.815
170,7.866
171,8.496
172,8.311
173,8.412
174,8.244
175,8.345
176,8.227
177,8.664
178,8.504
179,8.513
180,8.773
181,8.672
182,8.563
183,8.462
184,8.462
185,8.403
186,8.168
187,8.134
188,8.017
189,8.034
190,7.866
191,8.269
192,8.034
193,7.681
194,8.227
195,7.748
196,8.277
197,7.739
198,7.345
199,7.613
200,7.773
201,7.092
202,7.126
203,7.000
204,7.664
205,7.000
206,6.790
207,7.328
208,6.882
209,7.034
210,7.294
211,6.782
212,6.773
213,6.319
214,6.891
215,7.000
216,6.471
217,6.597
218,6.622
219,6.555
220,6.403
221,6.134
222,6.529
223,6.714
224,6.571
225,6.370
226,7.000
227,6.303
228,6.748
229,6.563
230,6.101
231,6.697
232,6.908
233,6.655
234,6.630
235,6.723
236,6.471
237,7.168
238,6.151
239,6.739
240,6.908
241,6.706
242,6.588
243,6.731
244,6.958
245,7.067
246,6.412
247,6.748
248,6.160
249,6.311
250,6.412
251,6.235
252,6.067
253,6.168
254,5.773
255,5.630
256,6.084
257,5.437
258,5.622
259,5.244
260,5.849
261,5.529
262,5.134
263,4.941
264,4.983
265,4.790
266,4.958
267,4.765
268,4.866
269,4.731
270,4.412
271,4.748
272,4.521
273,4.378
274,4.555
275,4.832
276,5.185
277,4.697
278,4.555
279,4.168
280,4.378
281,3.840
282,3.882
283,4.235
284,4.017
285,4.370
286,4.345
287,4.235
288,4.328
289,4.311
290,4.412
291,4.168
292,4.227
293,4.429
294,4.420
295,4.462
296,4.303
297,4.916
298,4.134
299,4.143
300,4.067
301,4.454
302,4.445
303,4.387
304,4.437
305,4.151
306,4.773
307,3.899
308,3.689
309,4.134
310,4.336
311,3.731
312,4.235
313,3.941
314,3.664
315,4.017
316,4.034
317,3.714
318,3.958
319,3.933
320,4.193
321,3.471
322,3.706
323,3.958
324,3.790
325,3.345
326,3.941
327,4.160
328,3.689
329,3.706
330,3.824
331,3.681
332,4.277
333,4.672
334,4.017
335,4.059
336,4.261
337,4.420
338,4.622
339,4.487
340,4.790
341,4.866
342,4.303
343,4.672
344,4.790
345,5.361
346,5.067
347,5.555
348,5.639
349,5.647
350,5.866
351,5.538
352,5.756
353,6.143
354,5.958
355,5.807
356,6.160
357,6.151
358,6.328
359,6.454
360,5.975
361,6.160
362,6.345
363,6.101
364,6.151
365,6.479
366,6.899
367,7.067
368,6.924
369,6.445
370,6.832
371,6.613
372,6.538
373,6.672
374,7.193
375,6.723
376,6.958
377,7.151
378,7.361
379,7.042
380,7.294
381,7.235
382,7.412
383,7.445
384,7.487
385,8.084
386,8.092
387,8.748
388,8.958
389,8.849
390,8.723
391,9.605
392,9.975
393,10.101
394,10.731
395,10.252
396,11.605
397,11.529
398,12.605
399,12.244
