Distance_(pixels),Gray_Value
0,160.000
1,105.000
2,3.558
3,4.062
4,4.496
5,4.310
6,4.233
7,4.233
8,4.039
9,4.101
10,4.109
11,4.380
12,5.124
13,4.744
14,4.674
15,4.442
16,4.690
17,4.930
18,4.760
19,4.535
20,4.504
21,4.667
22,5.101
23,5.023
24,4.605
25,4.837
26,5.209
27,4.682
28,4.721
29,4.713
30,5.597
31,4.783
32,4.698
33,5.085
34,5.124
35,5.178
36,4.961
37,5.062
38,5.093
39,4.860
40,4.752
41,5.031
42,5.295
43,4.822
44,4.969
45,5.163
46,5.550
47,5.333
48,5.240
49,5.884
50,5.194
51,5.605
52,5.209
53,5.566
54,5.008
55,5.729
56,5.473
57,5.698
58,6.333
59,5.791
60,5.636
61,5.783
62,6.132
63,5.667
64,6.264
65,6.512
66,6.450
67,6.326
68,6.163
69,5.969
70,6.535
71,6.643
72,6.496
73,6.403
74,7.054
75,7.279
76,6.705
77,6.946
78,6.713
79,7.070
80,6.822
81,6.891
82,7.512
83,7.620
84,7.388
85,6.705
86,7.364
87,7.248
88,7.543
89,7.884
90,7.442
91,7.124
92,7.636
93,7.729
94,7.682
95,7.620
96,7.581
97,7.597
98,7.287
99,8.054
100,7.326
101,7.736
102,7.535
103,7.612
104,7.395
105,7.581
106,7.558
107,8.000
108,7.473
109,7.636
110,8.000
111,7.806
112,7.558
113,7.721
114,8.132
115,8.132
116,7.946
117,8.411
118,7.760
119,7.891
120,8.589
121,8.519
122,8.705
123,8.178
124,8.442
125,8.729
126,8.395
127,8.140
128,8.217
129,8.837
130,9.016
131,8.659
132,8.814
133,8.589
134,8.535
135,8.620
136,9.318
137,8.961
138,9.008
139,9.457
140,9.070
141,8.984
142,8.868
143,8.922
144,8.977
145,9.233
146,8.922
147,9.240
148,8.845
149,9.147
150,9.411
151,9.326
152,9.155
153,9.519
154,9.651
155,9.333
156,9.403
157,9.620
158,9.403
159,9.473
160,9.566
161,9.659
162,9.589
163,9.062
164,9.736
165,9.318
166,9.171
167,8.868
168,9.496
169,9.217
170,9.380
171,9.310
172,9.233
173,9.240
174,9.109
175,9.240
176,9.116
177,9.295
178,9.473
179,8.938
180,9.085
181,9.078
182,9.085
183,8.961
184,9.039
185,8.667
186,8.597
187,8.496
188,8.543
189,8.473
190,8.620
191,8.783
192,8.713
193,8.186
194,8.628
195,8.473
196,8.992
197,8.202
198,8.310
199,8.597
200,8.760
201,8.395
202,8.333
203,8.620
204,9.085
205,8.690
206,8.465
207,8.783
208,8.767
209,8.744
210,9.202
211,8.690
212,8.922
213,8.310
214,8.984
215,9.000
216,8.822
217,8.775
218,8.605
219,8.907
220,8.333
221,8.698
222,8.628
223,8.705
224,8.473
225,7.969
226,8.659
227,8.101
228,8.357
229,8.295
230,7.845
231,8.023
232,8.225
233,8.178
234,7.674
235,7.899
236,7.326
237,7.791
238,7.116
239,7.209
240,7.682
241,7.047
242,6.791
243,7.054
244,7.225
245,7.124
246,6.597
247,7.047
248,6.411
249,6.364
250,6.566
251,6.558
252,6.225
253,6.124
254,5.953
255,5.558
256,6.070
257,5.915
258,6.062
259,5.891
260,6.093
261,6.186
262,5.589
263,5.566
264,5.713
265,5.581
266,5.953
267,5.589
268,5.791
269,5.752
270,5.512
271,5.992
272,5.667
273,5.713
274,5.868
275,6.062
276,6.574
277,5.930
278,5.651
279,5.713
280,5.860
281,5.450
282,5.349
283,5.899
284,5.442
285,5.713
286,5.674
287,5.287
288,5.256
289,5.310
290,5.349
291,5.209
292,5.031
293,5.333
294,5.333
295,5.279
296,5.054
297,5.442
298,4.682
299,4.326
300,4.736
301,5.101
302,4.868
303,4.798
304,4.822
305,4.628
306,5.078
307,4.279
308,4.140
309,4.465
310,4.659
311,4.217
312,4.481
313,4.302
314,4.271
315,4.279
316,4.388
317,4.202
318,4.589
319,4.543
320,4.837
321,4.512
322,4.163
323,4.605
324,4.364
325,3.961
326,4.682
327,4.698
328,4.349
329,4.744
330,4.333
331,4.163
332,4.612
333,5.147
334,4.659
335,4.488
336,4.349
337,4.705
338,4.574
339,4.202
340,4.628
341,4.574
342,4.039
343,4.450
344,4.442
345,4.860
346,4.806
347,5.194
348,4.860
349,5.209
350,5.248
351,5.178
352,5.302
353,5.581
354,5.279
355,5.465
356,5.946
357,5.798
358,6.171
359,6.217
360,6.426
361,6.574
362,6.736
363,6.907
364,7.171
365,7.388
366,8.085
367,8.023
368,7.907
369,7.891
370,8.240
371,8.271
372,8.636
373,8.853
374,9.147
375,9.295
376,9.457
377,9.767
378,9.667
379,9.434
380,9.597
381,9.969
382,9.915
383,9.581
384,10.031
385,10.403
386,9.977
387,10.388
388,10.791
389,10.550
390,10.023
391,10.775
392,10.574
393,10.767
394,10.713
395,10.070
396,11.101
397,10.457
398,11.488
399,11.109
