Distance_(pixels),Gray_Value
0,2.377
1,3.033
2,2.927
3,2.709
4,2.834
5,2.874
6,2.715
7,2.649
8,2.881
9,2.742
10,3.470
11,3.285
12,3.132
13,3.179
14,3.550
15,3.139
16,2.960
17,3.126
18,3.285
19,3.397
20,3.311
21,3.675
22,3.278
23,3.371
24,3.623
25,3.629
26,3.291
27,3.325
28,4.099
29,3.377
30,3.470
31,3.709
32,3.649
33,3.656
34,3.815
35,3.450
36,3.795
37,3.364
38,3.417
39,3.636
40,3.927
41,3.543
42,3.536
43,3.894
44,3.907
45,3.974
46,3.841
47,4.305
48,3.702
49,4.046
50,3.536
51,3.722
52,3.450
53,4.007
54,3.841
55,3.576
56,4.232
57,3.808
58,3.874
59,3.960
60,3.980
61,3.536
62,4.192
63,4.258
64,4.073
65,4.166
66,3.695
67,4.066
68,4.159
69,4.444
70,4.179
71,4.166
72,4.483
73,4.927
74,4.265
75,4.576
76,4.397
77,4.881
78,4.457
79,4.583
80,5.132
81,5.371
82,5.331
83,4.755
84,5.232
85,4.954
86,5.596
87,5.616
88,5.358
89,5.139
90,5.682
91,5.384
92,5.596
93,5.477
94,5.517
95,5.391
96,5.046
97,5.695
98,5.245
99,5.570
100,5.384
101,5.563
102,4.987
103,5.377
104,5.192
105,5.722
106,4.987
107,5.384
108,5.364
109,5.351
110,5.033
111,5.371
112,5.477
113,5.510
114,5.450
115,5.629
116,5.053
117,5.411
118,5.563
119,5.675
120,5.530
121,5.046
122,5.536
123,5.642
124,5.530
125,5.291
126,5.457
127,6.000
128,5.854
129,6.040
130,5.801
131,5.391
132,5.649
133,5.636
134,6.007
135,6.040
136,6.185
137,6.066
138,6.523
139,6.166
140,6.139
141,6.185
142,6.536
143,6.563
144,6.543
145,6.675
146,6.417
147,6.550
148,6.563
149,6.636
150,6.623
151,6.735
152,6.583
153,6.735
154,6.490
155,6.735
156,6.709
157,6.808
158,6.430
159,6.589
160,6.179
161,6.371
162,6.417
163,6.311
164,6.291
165,5.570
166,6.132
167,6.086
168,6.053
169,6.060
170,5.662
171,5.868
172,5.795
173,5.861
174,5.914
175,5.921
176,5.874
177,5.788
178,5.543
179,5.781
180,5.662
181,5.722
182,5.848
183,5.629
184,5.623
185,5.675
186,5.589
187,5.464
188,5.854
189,6.079
190,5.947
191,5.715
192,5.954
193,6.126
194,6.397
195,6.086
196,5.675
197,6.139
198,6.331
199,6.046
200,6.007
201,6.358
202,6.689
203,6.391
204,6.225
205,6.649
206,6.192
207,6.490
208,6.722
209,6.291
210,6.053
211,5.715
212,6.550
213,6.556
214,5.894
215,6.132
216,6.026
217,6.066
218,5.788
219,5.828
220,5.894
221,5.841
222,5.444
223,5.411
224,5.583
225,5.066
226,5.305
227,5.172
228,4.834
229,4.993
230,5.424
231,5.397
232,4.768
233,5.033
234,4.874
235,4.993
236,4.695
237,4.695
238,5.185
239,4.583
240,4.629
241,4.815
242,5.040
243,5.338
244,4.583
245,4.940
246,4.550
247,4.642
248,4.715
249,4.675
250,4.662
251,4.815
252,4.788
253,4.331
254,4.894
255,4.450
256,4.781
257,4.497
258,5.099
259,5.238
260,4.722
261,4.623
262,4.861
263,4.576
264,4.695
265,4.556
266,4.762
267,4.649
268,4.689
269,4.861
270,4.709
271,4.318
272,4.815
273,4.934
274,5.331
275,4.874
276,4.609
277,4.417
278,4.616
279,4.159
280,3.907
281,3.993
282,3.987
283,4.179
284,4.291
285,3.768
286,3.762
287,3.695
288,3.901
289,3.874
290,3.497
291,3.616
292,3.954
293,3.689
294,3.430
295,3.960
296,3.245
297,3.298
298,3.325
299,3.669
300,3.616
301,3.834
302,3.523
303,3.669
304,4.113
305,3.411
306,3.464
307,3.563
308,3.695
309,3.623
310,3.967
311,3.649
312,3.874
313,4.066
314,4.205
315,3.815
316,4.570
317,4.225
318,4.742
319,4.179
320,4.046
321,4.536
322,4.377
323,4.272
324,4.828
325,4.834
326,4.662
327,4.947
328,4.596
329,4.954
330,4.987
331,5.483
332,5.079
333,4.748
334,4.834
335,5.007
336,5.046
337,4.530
338,4.868
339,4.808
340,4.278
341,4.642
342,4.397
343,5.000
344,4.596
345,4.715
346,4.689
347,4.762
348,4.927
349,4.722
350,4.629
351,5.106
352,4.377
353,4.550
354,4.848
355,4.993
356,4.755
357,5.139
358,4.874
359,5.066
360,5.530
361,5.377
362,5.364
363,5.768
364,6.424
365,6.305
366,6.457
367,6.318
368,6.709
369,6.848
370,7.073
371,7.596
372,7.841
373,7.980
374,8.510
375,8.550
376,8.649
377,8.642
378,9.179
379,9.205
380,9.245
381,9.179
382,9.603
383,10.232
384,10.252
385,10.477
386,10.881
387,10.815
388,10.364
389,11.344
390,11.106
391,11.139
392,11.132
393,11.139
394,11.543
395,11.185
396,11.980
397,11.682
398,11.430
399,11.358
400,11.437
401,11.517
402,11.742
403,11.695
404,11.841
405,11.795
406,11.927
407,11.854
408,11.854
409,12.060
410,11.854
411,11.907
412,12.113
413,12.318
414,12.874
415,12.450
416,13.430
417,13.285
418,13.364
419,14.119
420,14.119
421,14.576
422,15.099
423,15.185
424,15.868
425,15.980
426,16.007
427,16.993
428,17.483
429,17.735
430,18.490
431,18.775
432,18.815
433,19.768
434,20.245
435,21.026
436,21.821
437,22.497
438,22.457
439,22.887
440,23.225
441,23.907
442,24.205
443,24.642
444,24.245
445,24.318
446,25.318
447,25.894
448,25.523
449,25.576
450,26.119
451,26.272
452,25.808
453,26.318
454,26.828
455,26.901
456,26.358
457,26.199
458,26.576
459,26.709
460,26.325
461,26.636
462,26.397
463,26.848
464,26.682
465,26.914
466,27.040
467,26.768
468,27.179
469,26.808
470,27.139
471,26.815
472,27.583
473,27.728
474,28.205
475,27.960
476,29.066
477,29.093
478,29.768
479,30.384
480,30.927
481,31.318
482,32.881
483,32.497
484,33.682
485,33.848
486,35.013
487,36.066
488,36.649
489,37.424
490,37.901
491,39.185
492,39.742
493,40.629
494,41.795
495,42.947
496,43.927
497,44.636
498,45.007
499,45.609
500,46.848
501,48.099
502,48.278
503,48.828
504,48.629
505,49.444
506,50.656
507,50.093
508,50.848
509,50.841
510,51.331
511,51.702
512,51.106
513,50.967
514,50.497
515,50.066
516,50.854
517,50.570
518,50.689
