Distance_(pixels),Gray_Value
0,2.484
1,2.992
2,3.242
3,2.922
4,2.805
5,2.945
6,2.648
7,2.664
8,2.844
9,2.906
10,3.656
11,3.273
12,3.148
13,3.203
14,3.375
15,3.500
16,3.219
17,3.234
18,3.367
19,3.469
20,3.570
21,3.930
22,3.211
23,3.461
24,4.023
25,3.781
26,3.609
27,3.625
28,4.328
29,3.883
30,3.727
31,3.992
32,4.148
33,4.242
34,4.125
35,4.016
36,4.156
37,3.812
38,3.992
39,4.297
40,4.508
41,3.875
42,4.328
43,4.312
44,4.656
45,4.633
46,4.273
47,4.984
48,4.008
49,4.688
50,3.914
51,4.141
52,3.812
53,4.672
54,4.320
55,4.156
56,4.773
57,4.312
58,3.922
59,4.188
60,4.500
61,3.969
62,4.688
63,4.688
64,4.469
65,4.633
66,4.273
67,4.195
68,4.438
69,4.797
70,4.391
71,4.539
72,4.969
73,5.070
74,4.773
75,4.828
76,4.859
77,5.469
78,5.188
79,5.406
80,5.594
81,5.945
82,5.820
83,5.070
84,5.812
85,5.555
86,5.922
87,6.336
88,5.805
89,5.961
90,6.469
91,6.211
92,6.203
93,6.172
94,6.281
95,5.906
96,5.758
97,6.758
98,6.102
99,6.273
100,6.266
101,6.359
102,5.992
103,6.281
104,6.289
105,6.328
106,5.922
107,5.773
108,6.375
109,6.203
110,6.234
111,5.922
112,6.211
113,6.305
114,6.297
115,6.508
116,5.859
117,6.039
118,6.484
119,6.328
120,6.266
121,5.711
122,6.219
123,6.641
124,6.070
125,6.148
126,5.922
127,6.695
128,6.531
129,6.492
130,6.266
131,6.031
132,6.477
133,6.391
134,6.883
135,6.773
136,6.969
137,7.344
138,7.227
139,7.086
140,7.148
141,7.336
142,7.281
143,7.508
144,7.086
145,7.570
146,7.266
147,7.438
148,7.594
149,7.312
150,7.688
151,7.922
152,7.906
153,7.555
154,7.461
155,7.719
156,7.578
157,7.992
158,7.633
159,7.445
160,7.391
161,6.969
162,7.430
163,6.781
164,7.211
165,6.555
166,7.250
167,6.727
168,6.805
169,7.016
170,6.797
171,6.930
172,6.648
173,6.609
174,6.727
175,6.805
176,6.758
177,6.773
178,6.719
179,6.852
180,6.789
181,6.773
182,6.703
183,6.555
184,6.633
185,6.469
186,6.422
187,6.445
188,6.883
189,7.117
190,7.000
191,6.844
192,7.133
193,6.875
194,7.547
195,7.055
196,7.039
197,7.266
198,7.422
199,7.117
200,7.000
201,7.211
202,7.805
203,7.211
204,7.141
205,7.641
206,7.328
207,7.297
208,7.547
209,7.398
210,7.258
211,6.703
212,7.023
213,7.453
