Record Length,2500,Points,-21.39999904E-3,192.00000167E-3,,Record Length,2500,Points,-21.39999904E-3,15.5999996E-3,
Sample Interval,19.9999995E-6,s,-21.37999982E-3,200.00000298E-3,,Sample Interval,19.9999995E-6,s,-21.37999982E-3,14.9999997E-3,
Trigger Point,1.0700000E3,Samples,-21.35999873E-3,200.00000298E-3,,Trigger Point,1.0700000E3,Samples,-21.35999873E-3,14.9999997E-3,
,,,-21.33999951E-3,200.00000298E-3,,,,,-21.33999951E-3,14.3999998E-3,
,,,-21.31999843E-3,200.00000298E-3,,,,,-21.31999843E-3,14.3999998E-3,
,,,-21.29999921E-3,208.00000429E-3,,,,,-21.29999921E-3,13.7999989E-3,
Source,CH1,,-21.27999812E-3,208.00000429E-3,,Source,CH2,,-21.27999812E-3,13.7999989E-3,
Vertical Units,Volts,,-21.25999890E-3,208.00000429E-3,,Vertical Units,Volts,,-21.25999890E-3,13.7999989E-3,
Vertical Scale,200.00000950E-3,,-21.23999968E-3,208.00000429E-3,,Vertical Scale,14.9999993E-3,,-21.23999968E-3,13.7999989E-3,
Vertical Offset,0,,-21.21999860E-3,216.00000560E-3,,Vertical Offset,0,,-21.21999860E-3,13.1999990E-3,
Horizontal Units,s,,-21.19999938E-3,216.00000560E-3,,Horizontal Units,s,,-21.19999938E-3,13.1999990E-3,
Horizontal Scale,4.99999987E-3,,-21.17999829E-3,216.00000560E-3,,Horizontal Scale,4.99999987E-3,,-21.17999829E-3,12.5999991E-3,
Pt Fmt,Y,,-21.15999907E-3,224.00000691E-3,,Pt Fmt,Y,,-21.15999907E-3,12.5999991E-3,
Yzero,0.0,,-21.13999985E-3,224.00000691E-3,,Yzero,-40.00000000E-3,,-21.13999985E-3,12.5999991E-3,
Probe Atten,10.0000000,,-21.11999877E-3,224.00000691E-3,,Probe Atten,1.000000,,-21.11999877E-3,11.9999992E-3,
,,,-21.09999955E-3,224.00000691E-3,,,,,-21.09999955E-3,11.3999993E-3,
Note,TDS 2002 - 18:46:33   06.04.2022,,-21.07999846E-3,232.00000823E-3,,Note,TDS 2002 - 18:46:33   06.04.2022,,-21.07999846E-3,11.3999993E-3,
,,,-21.05999924E-3,232.00000823E-3,,,,,-21.05999924E-3,11.3999993E-3,
,,,-21.03999816E-3,232.00000823E-3,,,,,-21.03999816E-3,10.7999993E-3,
,,,-21.01999894E-3,240.00000954E-3,,,,,-21.01999894E-3,10.7999993E-3,
,,,-20.99999972E-3,240.00000954E-3,,,,,-20.99999972E-3,10.7999993E-3,
