Record Length,2500,Points,-809.999997728E-6,4.03199959,,Record Length,2500,Points,-809.999997728E-6,-54.671999067E-3,
Sample Interval,1.000000E-6,s,-808.999990113E-6,4.03199959,,Sample Interval,1.000000E-6,s,-808.999990113E-6,-55.487997830E-3,
Trigger Point,809.999999773,Samples,-807.999982499E-6,4.03199959,,Trigger Point,809.999999773,Samples,-807.999982499E-6,-55.487997830E-3,
,,,-806.999974884E-6,4.03199959,,,,,-806.999974884E-6,-56.304000318E-3,
,,,-806.000025477E-6,4.03199959,,,,,-806.000025477E-6,-56.304000318E-3,
,,,-805.000017863E-6,4.03199959,,,,,-805.000017863E-6,-56.304000318E-3,
Source,CH1,,-804.000010248E-6,4.03199959,,Source,CH2,,-804.000010248E-6,-57.119999081E-3,
Vertical Units,Volts,,-803.000002634E-6,4.03199959,,Vertical Units,Volts,,-803.000002634E-6,-57.119999081E-3,
Vertical Scale,1.7999999,,-801.999995019E-6,4.03199959,,Vertical Scale,20.39999963E-3,,-801.999995019E-6,-57.935997844E-3,
Vertical Offset,0,,-800.999987405E-6,4.03199959,,Vertical Offset,0,,-800.999987405E-6,-57.935997844E-3,
Horizontal Units,s,,-799.999979790E-6,4.03199959,,Horizontal Units,s,,-799.999979790E-6,-57.935997844E-3,
Horizontal Scale,249.99999937E-6,,-798.999972176E-6,4.03199959,,Horizontal Scale,249.99999937E-6,,-798.999972176E-6,-58.752000332E-3,
Pt Fmt,Y,,-798.000022769E-6,4.03199959,,Pt Fmt,Y,,-798.000022769E-6,-58.752000332E-3,
Yzero,0.0,,-797.000015154E-6,4.03199959,,Yzero,-40.00000000E-3,,-797.000015154E-6,-58.752000332E-3,
Probe Atten,10.0000000,,-796.000007540E-6,4.03199959,,Probe Atten,1.000000,,-796.000007540E-6,-59.567999095E-3,
,,,-794.999999925E-6,4.03199959,,,,,-794.999999925E-6,-59.567999095E-3,
Note,TDS 2002 - 18:31:42   06.04.2022,,-793.999992311E-6,4.03199959,,Note,TDS 2002 - 18:31:42   06.04.2022,,-793.999992311E-6,-59.567999095E-3,
,,,-792.999984697E-6,4.03199959,,,,,-792.999984697E-6,-60.383997858E-3,
,,,-791.999977082E-6,4.03199959,,,,,-791.999977082E-6,-60.383997858E-3,
,,,-790.999969468E-6,4.03199959,,,,,-790.999969468E-6,-60.383997858E-3,
,,,-790.000020061E-6,4.03199959,,,,,-790.000020061E-6,-61.200000346E-3,
,,,-789.000012446E-6,4.03199959,,,,,-789.000012446E-6,-61.200000346E-3,
,,,-788.000004832E-6,4.03199959,,,,,-788.000004832E-6,-61.200000346E-3,
,,,-786.999997217E-6,4.03199959,,,,,-786.999997217E-6,-62.015999109E-3,
