Record Length,2500,Points,-809.999997728E-6,1.0800000,,Record Length,2500,Points,-809.999997728E-6,-10.3647998E-3,
Sample Interval,1.000000E-6,s,-808.999990113E-6,1.0920000,,Sample Interval,1.000000E-6,s,-808.999990113E-6,-10.2383997E-3,
Trigger Point,809.999999773,Samples,-807.999982499E-6,1.0920000,,Trigger Point,809.999999773,Samples,-807.999982499E-6,-10.4911998E-3,
,,,-806.999974884E-6,1.0920000,,,,,-806.999974884E-6,-10.3647998E-3,
,,,-806.000025477E-6,1.0920000,,,,,-806.000025477E-6,-10.4911998E-3,
,,,-805.000017863E-6,1.0920000,,,,,-805.000017863E-6,-10.4911998E-3,
Source,CH1,,-804.000010248E-6,1.0920000,,Source,CH2,,-804.000010248E-6,-10.6175998E-3,
Vertical Units,Volts,,-803.000002634E-6,1.0920000,,Vertical Units,Volts,,-803.000002634E-6,-10.6175998E-3,
Vertical Scale,300.00000261E-3,,-801.999995019E-6,1.0920000,,Vertical Scale,3.16000005E-3,,-801.999995019E-6,-10.6175998E-3,
Vertical Offset,0,,-800.999987405E-6,1.1040000,,Vertical Offset,0,,-800.999987405E-6,-10.7439999E-3,
Horizontal Units,s,,-799.999979790E-6,1.1040000,,Horizontal Units,s,,-799.999979790E-6,-10.6175998E-3,
Horizontal Scale,249.99999937E-6,,-798.999972176E-6,1.1040000,,Horizontal Scale,249.99999937E-6,,-798.999972176E-6,-10.7439999E-3,
Pt Fmt,Y,,-798.000022769E-6,1.1040000,,Pt Fmt,Y,,-798.000022769E-6,-10.7439999E-3,
Yzero,0.0,,-797.000015154E-6,1.1160001,,Yzero,-40.00000000E-3,,-797.000015154E-6,-10.8703999E-3,
Probe Atten,10.0000000,,-796.000007540E-6,1.1040000,,Probe Atten,1.000000,,-796.000007540E-6,-10.8703999E-3,
,,,-794.999999925E-6,1.1160001,,,,,-794.999999925E-6,-10.7439999E-3,
Note,TDS 2002 - 18:13:41   06.04.2022,,-793.999992311E-6,1.1040000,,Note,TDS 2002 - 18:13:41   06.04.2022,,-793.999992311E-6,-10.8703999E-3,
,,,-792.999984697E-6,1.1160001,,,,,-792.999984697E-6,-10.9967999E-3,
,,,-791.999977082E-6,1.1160001,,,,,-791.999977082E-6,-10.7439999E-3,
,,,-790.999969468E-6,1.1160001,,,,,-790.999969468E-6,-10.9967999E-3,
,,,-790.000020061E-6,1.1160001,,,,,-790.000020061E-6,-10.9967999E-3,
,,,-789.000012446E-6,1.1280000,,,,,-789.000012446E-6,-10.9967999E-3,
,,,-788.000004832E-6,1.1160001,,,,,-788.000004832E-6,-10.9967999E-3,
,,,-786.999997217E-6,1.1160001,,,,,-786.999997217E-6,-10.9967999E-3,
,,,-785.999989603E-6,1.1280000,,,,,-785.999989603E-6,-11.1231999E-3,
,,,-784.999981988E-6,1.1280000,,,,,-784.999981988E-6,-10.9967999E-3,
,,,-783.999974374E-6,1.1280000,,,,,-783.999974374E-6,-11.2496000E-3,
,,,-783.000024967E-6,1.1280000,,,,,-783.000024967E-6,-11.2496000E-3,
,,,-782.000017352E-6,1.1280000,,,,,-782.000017352E-6,-11.1231999E-3,
,,,-781.000009738E-6,1.1160001,,,,,-781.000009738E-6,-11.2496000E-3,
,,,-780.000002123E-6,1.1280000,,,,,-780.000002123E-6,-11.2496000E-3,
,,,-778.999994509E-6,1.1280000,,,,,-778.999994509E-6,-11.3760000E-3,
,,,-777.999986894E-6,1.1400000,,,,,-777.999986894E-6,-11.3760000E-3,
,,,-776.999979280E-6,1.1280000,,,,,-776.999979280E-6,-11.2496000E-3,
,,,-775.999971665E-6,1.1280000,,,,,-775.999971665E-6,-11.3760000E-3,
,,,-775.000022259E-6,1.1400000,,,,,-775.000022259E-6,-11.3760000E-3,
,,,-774.000014644E-6,1.1400000,,,,,-774.000014644E-6,-11.3760000E-3,
,,,-773.000007030E-6,1.1400000,,,,,-773.000007030E-6,-11.3760000E-3,
,,,-771.999999415E-6,1.1400000,,,,,-771.999999415E-6,-11.5024000E-3,
,,,-770.999991801E-6,1.1400000,,,,,-770.999991801E-6,-11.5024000E-3,
,,,-769.999984186E-6,1.1400000,,,,,-769.999984186E-6,-11.6288001E-3,
,,,-768.999976572E-6,1.1400000,,,,,-768.999976572E-6,-11.5024000E-3,
,,,-767.999968957E-6,1.1400000,,,,,-767.999968957E-6,-11.5024000E-3,
,,,-767.000019550E-6,1.1400000,,,,,-767.000019550E-6,-11.5024000E-3,
,,,-766.000011936E-6,1.1280000,,,,,-766.000011936E-6,-11.6288001E-3,
,,,-765.000004321E-6,1.1400000,,,,,-765.000004321E-6,-11.7552001E-3,
,,,-763.999996707E-6,1.1520000,,,,,-763.999996707E-6,-11.6288001E-3,
