x-axis,1,2
second,Volt,Volt
+0.0E+00,+623.241199E-03,+17.572955538E+00
+1.563E-06,+623.241199E-03,+17.574211819E+00
+3.125E-06,+623.241199E-03,+17.575468101E+00
+4.688E-06,+623.241199E-03,+17.576724382E+00
+6.250E-06,+623.241199E-03,+17.577980663E+00
+7.813E-06,+623.241199E-03,+17.579236945E+00
+9.375E-06,+623.241199E-03,+17.580493226E+00
+10.938E-06,+623.241199E-03,+17.581749508E+00
+12.500E-06,+623.241199E-03,+17.583005789E+00
+14.063E-06,+623.241199E-03,+17.584262070E+00
+15.625E-06,+623.241199E-03,+17.585518352E+00
+17.188E-06,+622.839189E-03,+17.585518352E+00
+18.750E-06,+622.437179E-03,+17.585518352E+00
+20.313E-06,+622.035169E-03,+17.585518352E+00
+21.875E-06,+621.633159E-03,+17.585518352E+00
+23.438E-06,+621.231149E-03,+17.585518352E+00
+25.000E-06,+620.829139E-03,+17.585518352E+00
+26.563E-06,+620.427129E-03,+17.585518352E+00
+28.125E-06,+620.025119E-03,+17.585518352E+00
+29.688E-06,+619.623109E-03,+17.585518352E+00
+31.250E-06,+619.221099E-03,+17.585518352E+00
+32.813E-06,+619.221099E-03,+17.586774633E+00
+34.375E-06,+619.221099E-03,+17.588030915E+00
+35.938E-06,+619.221099E-03,+17.589287196E+00
+37.500E-06,+619.221099E-03,+17.590543478E+00
+39.063E-06,+619.221099E-03,+17.591799759E+00
+40.625E-06,+619.221099E-03,+17.593056040E+00
+42.188E-06,+619.221099E-03,+17.594312322E+00
+43.750E-06,+619.221099E-03,+17.595568603E+00
+45.313E-06,+619.221099E-03,+17.596824885E+00
+46.875E-06,+619.221099E-03,+17.598081166E+00
+48.438E-06,+619.623109E-03,+17.598081166E+00
+50.000E-06,+620.025119E-03,+17.598081166E+00
+51.563E-06,+620.427129E-03,+17.598081166E+00
+53.125E-06,+620.829139E-03,+17.598081166E+00
+54.688E-06,+621.231149E-03,+17.598081166E+00
+56.250E-06,+621.633159E-03,+17.598081166E+00
+57.813E-06,+622.035169E-03,+17.598081166E+00
+59.375E-06,+622.437179E-03,+17.598081166E+00
+60.938E-06,+622.839189E-03,+17.598081166E+00
+62.500E-06,+623.241199E-03,+17.598081166E+00
+64.063E-06,+622.839189E-03,+17.599337447E+00
+65.625E-06,+622.437179E-03,+17.600593729E+00
+67.188E-06,+622.035169E-03,+17.601850010E+00
+68.750E-06,+621.633159E-03,+17.603106292E+00
+70.313E-06,+621.231149E-03,+17.604362573E+00
+71.875E-06,+620.829139E-03,+17.605618855E+00
