x-axis,F1
-20.12500E-03,-17.80334473E+00
-20.10000E-03,-17.89465344E+00
-20.07500E-03,-17.99133301E+00
-20.05000E-03,-18.02478040E+00
-20.02500E-03,-18.06896979E+00
-20.00000E-03,-18.10363770E+00
-19.97500E-03,-18.11706543E+00
-19.95000E-03,-18.13757331E+00
-19.92500E-03,-18.14782721E+00
-19.90000E-03,-18.15852058E+00
-19.87500E-03,-18.17932129E+00
-19.85000E-03,-18.19103997E+00
-19.82500E-03,-18.19152832E+00
-19.80000E-03,-18.20373535E+00
-19.77500E-03,-18.20373535E+00
-19.75000E-03,-18.23425300E+00
-19.72500E-03,-18.36296409E+00
-19.70000E-03,-18.45905799E+00
-19.67500E-03,-18.61647957E+00
-19.65000E-03,-18.79553245E+00
-19.62500E-03,-18.97229034E+00
-19.60000E-03,-19.08786668E+00
-19.57500E-03,-19.24777871E+00
-19.55000E-03,-19.42126480E+00
-19.52500E-03,-19.59240730E+00
-19.50000E-03,-19.72082552E+00
-19.47500E-03,-19.83435074E+00
-19.45000E-03,-19.99914559E+00
-19.42500E-03,-20.11760304E+00
-19.40000E-03,-20.22497583E+00
-19.37500E-03,-20.38146981E+00
-19.35000E-03,-20.43981950E+00
-19.32500E-03,-20.58605974E+00
-19.30000E-03,-20.68913618E+00
-19.27500E-03,-20.79846200E+00
-19.25000E-03,-20.92980992E+00
-19.22500E-03,-21.01989746E+00
-19.20000E-03,-21.12619665E+00
-19.17500E-03,-21.20324716E+00
-19.15000E-03,-21.34231003E+00
-19.12500E-03,-21.41711445E+00
-19.10000E-03,-21.54460486E+00
-19.07500E-03,-21.62243671E+00
-19.05000E-03,-21.77980985E+00
-19.02500E-03,-21.88313026E+00
-19.00000E-03,-22.00744629E+00
-18.97500E-03,-22.16350108E+00
-18.95000E-03,-22.25949746E+00
-18.92500E-03,-22.40783691E+00
-18.90000E-03,-22.55549366E+00
-18.87500E-03,-22.62854024E+00
-18.85000E-03,-22.80383311E+00
-18.82500E-03,-22.98938018E+00
-18.80000E-03,-23.12883352E+00
-18.77500E-03,-23.25642141E+00
-18.75000E-03,-23.42224162E+00
-18.72500E-03,-23.60705577E+00
-18.70000E-03,-23.80139181E+00
-18.67500E-03,-23.99182160E+00
-18.65000E-03,-24.17316927E+00
-18.62500E-03,-24.35754437E+00
-18.60000E-03,-24.52580620E+00
-18.57500E-03,-24.67819878E+00
-18.55000E-03,-24.84621626E+00
-18.52500E-03,-25.02473167E+00
-18.50000E-03,-25.20861839E+00
-18.47500E-03,-25.39221213E+00
-18.45000E-03,-25.57629416E+00
-18.42500E-03,-25.74294501E+00
-18.40000E-03,-25.90651924E+00
-18.37500E-03,-26.04675327E+00
-18.35000E-03,-26.21745618E+00
-18.32500E-03,-26.39416527E+00
-18.30000E-03,-26.56643102E+00
-18.27500E-03,-26.70954649E+00
-18.25000E-03,-26.83264184E+00
-18.22500E-03,-27.00793469E+00
-18.20000E-03,-27.18762230E+00
-18.17500E-03,-27.31643115E+00
-18.15000E-03,-27.43200719E+00
-18.12500E-03,-27.60070826E+00
-18.10000E-03,-27.75720251E+00
-18.07500E-03,-27.83054225E+00
-18.05000E-03,-27.99523938E+00
-18.02500E-03,-28.06477089E+00
-18.00000E-03,-28.20373547E+00
-17.97500E-03,-28.24011255E+00
-17.95000E-03,-28.37399929E+00
-17.92500E-03,-28.41369629E+00
-17.90000E-03,-28.49084498E+00
-17.87500E-03,-28.58215345E+00
-17.85000E-03,-28.61389160E+00
-17.82500E-03,-28.64050306E+00
-17.80000E-03,-28.73757351E+00
-17.77500E-03,-28.81115736E+00
-17.75000E-03,-28.87463419E+00
-17.72500E-03,-28.99523939E+00
-17.70000E-03,-29.07150907E+00
-17.67500E-03,-29.20534696E+00
-17.65000E-03,-29.36262262E+00
-17.62500E-03,-29.46814020E+00
-17.60000E-03,-29.62688030E+00
-17.57500E-03,-29.78317913E+00
-17.55000E-03,-29.93547434E+00
-17.52500E-03,-30.05085519E+00
-17.50000E-03,-30.21545439E+00
-17.47500E-03,-30.40764217E+00
-17.45000E-03,-30.55891186E+00
-17.42500E-03,-30.66750546E+00
-17.40000E-03,-30.82526885E+00
-17.37500E-03,-30.98449735E+00
-17.35000E-03,-31.10612852E+00
-17.32500E-03,-31.22824723E+00
-17.30000E-03,-31.39382369E+00
-17.27500E-03,-31.48933179E+00
-17.25000E-03,-31.62707550E+00
-17.22500E-03,-31.78625518E+00
-17.20000E-03,-31.88547438E+00
-17.17500E-03,-32.02858918E+00
-17.15000E-03,-32.14314026E+00
-17.12500E-03,-32.23815933E+00
-17.10000E-03,-32.34704635E+00
-17.07500E-03,-32.42136247E+00
-17.05000E-03,-32.50856965E+00
-17.02500E-03,-32.60461456E+00
-17.00000E-03,-32.62854021E+00
-16.97500E-03,-32.70910675E+00
-16.95000E-03,-32.79943863E+00
-16.92500E-03,-32.82229021E+00
-16.90000E-03,-32.87409716E+00
-16.87500E-03,-32.95593295E+00
-16.85000E-03,-33.01623551E+00
-16.82500E-03,-33.04821809E+00
-16.80000E-03,-33.13806168E+00
-16.77500E-03,-33.20617676E+00
-16.75000E-03,-33.23669466E+00
-16.72500E-03,-33.31999562E+00
-16.70000E-03,-33.40637207E+00
-16.67500E-03,-33.44079606E+00
-16.65000E-03,-33.54577669E+00
-16.62500E-03,-33.61877441E+00
-16.60000E-03,-33.69104053E+00
-16.57500E-03,-33.80773942E+00
-16.55000E-03,-33.86706576E+00
-16.52500E-03,-33.99182146E+00
-16.50000E-03,-34.07238805E+00
-16.47500E-03,-34.19348178E+00
-16.45000E-03,-34.26062029E+00
-16.42500E-03,-34.38586460E+00
-16.40000E-03,-34.45642124E+00
-16.37500E-03,-34.59289568E+00
-16.35000E-03,-34.66960503E+00
-16.32500E-03,-34.79504429E+00
-16.30000E-03,-34.86989800E+00
-16.27500E-03,-34.99768084E+00
-16.25000E-03,-35.05798394E+00
-16.22500E-03,-35.18986871E+00
-16.20000E-03,-35.22946797E+00
-16.17500E-03,-35.33376502E+00
-16.15000E-03,-35.41271991E+00
-16.12500E-03,-35.45373591E+00
-16.10000E-03,-35.55949745E+00
-16.07500E-03,-35.63107948E+00
-16.05000E-03,-35.67702675E+00
-16.02500E-03,-35.77839376E+00
-16.00000E-03,-35.82092285E+00
-15.97500E-03,-35.85241736E+00
-15.95000E-03,-35.93640174E+00
-15.92500E-03,-35.99572772E+00
-15.90000E-03,-36.02111816E+00
-15.87500E-03,-36.06140174E+00
-15.85000E-03,-36.12028848E+00
-15.82500E-03,-36.18811054E+00
-15.80000E-03,-36.22131348E+00
-15.77500E-03,-36.23420431E+00
-15.75000E-03,-36.25915527E+00
-15.72500E-03,-36.29699707E+00
-15.70000E-03,-36.34069843E+00
-15.67500E-03,-36.36315937E+00
-15.65000E-03,-36.38684101E+00
-15.62500E-03,-36.39709473E+00
-15.60000E-03,-36.40930176E+00
-15.57500E-03,-36.40930176E+00
-15.55000E-03,-36.40930176E+00
-15.52500E-03,-36.40930176E+00
-15.50000E-03,-36.41906718E+00
-15.47500E-03,-36.42150879E+00
-15.45000E-03,-36.42150879E+00
-15.42500E-03,-36.42150879E+00
-15.40000E-03,-36.43493652E+00
-15.37500E-03,-36.43493652E+00
-15.35000E-03,-36.44714355E+00
-15.32500E-03,-36.44714355E+00
-15.30000E-03,-36.45935059E+00
-15.27500E-03,-36.47155762E+00
-15.25000E-03,-36.48498535E+00
-15.22500E-03,-36.48498535E+00
-15.20000E-03,-36.49719238E+00
-15.17500E-03,-36.49865743E+00
-15.15000E-03,-36.52160645E+00
-15.12500E-03,-36.53503418E+00
-15.10000E-03,-36.56286663E+00
-15.07500E-03,-36.55310080E+00
-15.05000E-03,-36.57165527E+00
-15.02500E-03,-36.58508301E+00
-15.00000E-03,-36.59729004E+00
-14.97500E-03,-36.59729004E+00
-14.95000E-03,-36.59729004E+00
-14.92500E-03,-36.60949707E+00
-14.90000E-03,-36.60949707E+00
-14.87500E-03,-36.60949707E+00
-14.85000E-03,-36.62170410E+00
-14.82500E-03,-36.62170410E+00
-14.80000E-03,-36.62170410E+00
-14.77500E-03,-36.62170410E+00
-14.75000E-03,-36.62707544E+00
-14.72500E-03,-36.63513184E+00
-14.70000E-03,-36.63513184E+00
-14.67500E-03,-36.63513184E+00
-14.65000E-03,-36.64733887E+00
-14.62500E-03,-36.64733887E+00
-14.60000E-03,-36.64733887E+00
-14.57500E-03,-36.65612770E+00
-14.55000E-03,-36.65808083E+00
-14.52500E-03,-36.65905784E+00
-14.50000E-03,-36.65954590E+00
-14.47500E-03,-36.66735863E+00
-14.45000E-03,-36.67175293E+00
-14.42500E-03,-36.65954590E+00
-14.40000E-03,-36.65954590E+00
-14.37500E-03,-36.65954590E+00
-14.35000E-03,-36.65954590E+00
-14.32500E-03,-36.66784691E+00
-14.30000E-03,-36.65954590E+00
-14.27500E-03,-36.65515113E+00
-14.25000E-03,-36.65710426E+00
-14.22500E-03,-36.65954590E+00
-14.20000E-03,-36.64880347E+00
-14.17500E-03,-36.65612817E+00
-14.15000E-03,-36.64733887E+00
-14.12500E-03,-36.65954590E+00
-14.10000E-03,-36.65661597E+00
-14.07500E-03,-36.64831567E+00
-14.05000E-03,-36.64733887E+00
-14.02500E-03,-36.64733887E+00
-14.00000E-03,-36.64733887E+00
-13.97500E-03,-36.64733887E+00
-13.95000E-03,-36.63513184E+00
-13.92500E-03,-36.63513184E+00
-13.90000E-03,-36.63513184E+00
-13.87500E-03,-36.63513184E+00
-13.85000E-03,-36.63513184E+00
-13.82500E-03,-36.62170410E+00
-13.80000E-03,-36.62170410E+00
-13.77500E-03,-36.62170410E+00
-13.75000E-03,-36.62170410E+00
-13.72500E-03,-36.62170410E+00
-13.70000E-03,-36.60949707E+00
-13.67500E-03,-36.60949707E+00
-13.65000E-03,-36.60510229E+00
-13.62500E-03,-36.59729004E+00
-13.60000E-03,-36.58508301E+00
-13.57500E-03,-36.57165527E+00
-13.55000E-03,-36.53845189E+00
-13.52500E-03,-36.50256322E+00
-13.50000E-03,-36.46667455E+00
-13.47500E-03,-36.43171358E+00
-13.45000E-03,-36.39611790E+00
-13.42500E-03,-36.33679147E+00
-13.40000E-03,-36.24060006E+00
-13.37500E-03,-36.18151800E+00
-13.35000E-03,-36.05505292E+00
-13.32500E-03,-35.98952581E+00
-13.30000E-03,-35.85583443E+00
-13.27500E-03,-35.77189886E+00
-13.25000E-03,-35.62341279E+00
-13.22500E-03,-35.48420328E+00
-13.20000E-03,-35.39016030E+00
-13.17500E-03,-35.23776799E+00
-13.15000E-03,-35.11437908E+00
-13.12500E-03,-35.00793373E+00
-13.10000E-03,-34.84948676E+00
-13.07500E-03,-34.73586315E+00
-13.05000E-03,-34.60119602E+00
-13.02500E-03,-34.43596134E+00
-13.00000E-03,-34.28747474E+00
-12.97500E-03,-34.16681989E+00
-12.95000E-03,-33.99768011E+00
-12.92500E-03,-33.81735754E+00
-12.90000E-03,-33.67863656E+00
-12.87500E-03,-33.55676125E+00
-12.85000E-03,-33.41564914E+00
-12.82500E-03,-33.24196719E+00
-12.80000E-03,-33.11008186E+00
-12.77500E-03,-32.98742620E+00
-12.75000E-03,-32.82824648E+00
-12.72500E-03,-32.68366584E+00
-12.70000E-03,-32.58620546E+00
-12.67500E-03,-32.41760254E+00
-12.65000E-03,-32.30729864E+00
-12.62500E-03,-32.19543429E+00
-12.60000E-03,-32.03083408E+00
-12.57500E-03,-31.94313848E+00
-12.55000E-03,-31.80920353E+00
-12.52500E-03,-31.65075626E+00
-12.50000E-03,-31.55456396E+00
-12.47500E-03,-31.41877410E+00
-12.45000E-03,-31.29592166E+00
-12.42500E-03,-31.19152774E+00
-12.40000E-03,-31.04528750E+00
-12.37500E-03,-30.97204499E+00
-12.35000E-03,-30.82844177E+00
-12.32500E-03,-30.72048249E+00
-12.30000E-03,-30.61081481E+00
-12.27500E-03,-30.48771852E+00
-12.25000E-03,-30.39367617E+00
-12.22500E-03,-30.23493590E+00
-12.20000E-03,-30.14919312E+00
-12.17500E-03,-30.01633268E+00
-12.15000E-03,-29.90568695E+00
-12.12500E-03,-29.78820741E+00
-12.10000E-03,-29.63513154E+00
-12.07500E-03,-29.54201567E+00
-12.05000E-03,-29.41174256E+00
-12.02500E-03,-29.25432005E+00
-12.00000E-03,-29.13513093E+00
-11.97500E-03,-29.00207520E+00
-11.95000E-03,-28.83376370E+00
-11.92500E-03,-28.71970059E+00
-11.90000E-03,-28.59777771E+00
-11.87500E-03,-28.42712338E+00
-11.85000E-03,-28.26130214E+00
-11.82500E-03,-28.15505245E+00
-11.80000E-03,-27.98840270E+00
-11.77500E-03,-27.82170376E+00
-11.75000E-03,-27.65563872E+00
-11.72500E-03,-27.47468165E+00
-11.70000E-03,-27.30949513E+00
-11.67500E-03,-27.17307032E+00
-11.65000E-03,-26.99865660E+00
-11.62500E-03,-26.80725066E+00
-11.60000E-03,-26.64069726E+00
-11.57500E-03,-26.48342156E+00
-11.55000E-03,-26.36472070E+00
-11.52500E-03,-26.20227019E+00
-11.50000E-03,-26.02648827E+00
-11.47500E-03,-25.89137986E+00
-11.45000E-03,-25.75676103E+00
-11.42500E-03,-25.59728972E+00
-11.40000E-03,-25.42668293E+00
-11.37500E-03,-25.34387107E+00
-11.35000E-03,-25.20275847E+00
-11.32500E-03,-25.06789450E+00
-11.30000E-03,-24.98605857E+00
-11.27500E-03,-24.85436914E+00
-11.25000E-03,-24.79797331E+00
-11.22500E-03,-24.70392965E+00
-11.20000E-03,-24.61428187E+00
-11.17500E-03,-24.54089257E+00
-11.15000E-03,-24.40979004E+00
-11.12500E-03,-24.31042309E+00
-11.10000E-03,-24.19538439E+00
-11.07500E-03,-24.01247489E+00
-11.05000E-03,-23.82321641E+00
-11.02500E-03,-23.62028739E+00
-11.00000E-03,-23.40710346E+00
-10.97500E-03,-23.19660508E+00
-10.95000E-03,-22.97697513E+00
-10.92500E-03,-22.72751260E+00
-10.90000E-03,-22.50461184E+00
-10.87500E-03,-22.28551970E+00
-10.85000E-03,-22.09450440E+00
-10.82500E-03,-21.89958286E+00
-10.80000E-03,-21.72223877E+00
-10.77500E-03,-21.57141045E+00
-10.75000E-03,-21.39709439E+00
-10.72500E-03,-21.20808000E+00
-10.70000E-03,-21.05226876E+00
-10.67500E-03,-20.94040387E+00
-10.65000E-03,-20.79211391E+00
-10.62500E-03,-20.61950646E+00
-10.60000E-03,-20.49152656E+00
-10.57500E-03,-20.36794326E+00
-10.55000E-03,-20.20568848E+00
-10.52500E-03,-20.07536479E+00
-10.50000E-03,-19.96618614E+00
-10.47500E-03,-19.81818809E+00
-10.45000E-03,-19.69899759E+00
-10.42500E-03,-19.59631313E+00
-10.40000E-03,-19.46476907E+00
-10.37500E-03,-19.38781703E+00
-10.35000E-03,-19.23962367E+00
-10.32500E-03,-19.18947644E+00
-10.30000E-03,-19.05759168E+00
-10.27500E-03,-18.99523890E+00
-10.25000E-03,-18.88244522E+00
-10.22500E-03,-18.79211426E+00
-10.20000E-03,-18.65700573E+00
-10.17500E-03,-18.58898854E+00
-10.15000E-03,-18.46887099E+00
-10.12500E-03,-18.39416468E+00
-10.10000E-03,-18.32184911E+00
-10.07500E-03,-18.22341197E+00
-10.05000E-03,-18.19982874E+00
-10.02500E-03,-18.17932129E+00
-10.00000E-03,-18.17932129E+00
-9.97500E-03,-18.16711426E+00
-9.95000E-03,-18.15798300E+00
-9.92500E-03,-18.15368652E+00
-9.90000E-03,-18.12927246E+00
-9.87500E-03,-18.11706543E+00
-9.85000E-03,-18.10266040E+00
-9.82500E-03,-18.07922363E+00
-9.80000E-03,-18.05017127E+00
-9.77500E-03,-18.02770922E+00
-9.75000E-03,-17.99133301E+00
-9.72500E-03,-17.91706391E+00
-9.70000E-03,-17.77687910E+00
-9.67500E-03,-17.60519941E+00
-9.65000E-03,-17.45573540E+00
-9.62500E-03,-17.32092053E+00
-9.60000E-03,-17.15095023E+00
-9.57500E-03,-16.97975958E+00
-9.55000E-03,-16.79943772E+00
-9.52500E-03,-16.61857680E+00
-9.50000E-03,-16.52551114E+00
-9.47500E-03,-16.38195763E+00
-9.45000E-03,-16.22790451E+00
-9.42500E-03,-16.10739552E+00
-9.40000E-03,-15.97111698E+00
-9.37500E-03,-15.81481853E+00
-9.35000E-03,-15.72272792E+00
-9.32500E-03,-15.60549274E+00
-9.30000E-03,-15.52512049E+00
-9.27500E-03,-15.39660606E+00
-9.25000E-03,-15.27868494E+00
-9.22500E-03,-15.17536540E+00
-9.20000E-03,-15.01843146E+00
-9.17500E-03,-14.94553141E+00
-9.15000E-03,-14.79948649E+00
-9.12500E-03,-14.70593102E+00
-9.10000E-03,-14.58801270E+00
-9.07500E-03,-14.48488648E+00
-9.05000E-03,-14.38879355E+00
-9.02500E-03,-14.22526695E+00
-9.00000E-03,-14.15270874E+00
-8.97500E-03,-14.00178140E+00
-8.95000E-03,-13.89518838E+00
-8.92500E-03,-13.78576621E+00
-8.90000E-03,-13.60178017E+00
-8.87500E-03,-13.51183876E+00
-8.85000E-03,-13.37121502E+00
-8.82500E-03,-13.18713299E+00
-8.80000E-03,-13.02878214E+00
-8.77500E-03,-12.88664307E+00
-8.75000E-03,-12.73620317E+00
-8.72500E-03,-12.56555095E+00
-8.70000E-03,-12.37756307E+00
-8.67500E-03,-12.21017982E+00
-8.65000E-03,-12.02971026E+00
-8.62500E-03,-11.84826450E+00
-8.60000E-03,-11.69440671E+00
-8.57500E-03,-11.50627190E+00
-8.55000E-03,-11.35422278E+00
-8.52500E-03,-11.17639038E+00
-8.50000E-03,-10.97473063E+00
-8.47500E-03,-10.78137166E+00
-8.45000E-03,-10.60768957E+00
-8.42500E-03,-10.42477900E+00
-8.40000E-03,-10.28019728E+00
-8.37500E-03,-10.09386914E+00
-8.35000E-03,-9.92580310E+00
-8.32500E-03,-9.75710280E+00
-8.30000E-03,-9.58019937E+00
-8.27500E-03,-9.40954507E+00
-8.25000E-03,-9.24035516E+00
-8.22500E-03,-9.11286450E+00
-8.20000E-03,-8.95803135E+00
-8.17500E-03,-8.79064900E+00
-8.15000E-03,-8.64050209E+00
-8.12500E-03,-8.54430980E+00
-8.10000E-03,-8.39416504E+00
-8.07500E-03,-8.24391959E+00
-8.05000E-03,-8.16320759E+00
-8.02500E-03,-8.03503333E+00
-8.00000E-03,-7.96691852E+00
-7.97500E-03,-7.84265052E+00
-7.95000E-03,-7.77209388E+00
-7.92500E-03,-7.70749337E+00
-7.90000E-03,-7.61755286E+00
-7.87500E-03,-7.57629352E+00
-7.85000E-03,-7.54040485E+00
-7.82500E-03,-7.44128332E+00
-7.80000E-03,-7.39221234E+00
-7.77500E-03,-7.33708406E+00
-7.75000E-03,-7.20812855E+00
-7.72500E-03,-7.16320758E+00
-7.70000E-03,-7.02722125E+00
-7.67500E-03,-6.92453436E+00
-7.65000E-03,-6.78088336E+00
-7.62500E-03,-6.60241521E+00
-7.60000E-03,-6.49469949E+00
-7.57500E-03,-6.34963244E+00
-7.55000E-03,-6.19724029E+00
-7.52500E-03,-6.02360704E+00
-7.50000E-03,-5.87951393E+00
-7.47500E-03,-5.74567779E+00
-7.45000E-03,-5.57092241E+00
-7.42500E-03,-5.41525698E+00
-7.40000E-03,-5.29435810E+00
-7.37500E-03,-5.16149810E+00
-7.35000E-03,-4.98986728E+00
-7.32500E-03,-4.87380145E+00
-7.30000E-03,-4.74777739E+00
-7.27500E-03,-4.58952543E+00
-7.25000E-03,-4.48376282E+00
-7.22500E-03,-4.36291459E+00
-7.20000E-03,-4.20143949E+00
-7.17500E-03,-4.12985746E+00
-7.15000E-03,-3.99309033E+00
-7.12500E-03,-3.88537413E+00
-7.10000E-03,-3.77892976E+00
-7.07500E-03,-3.67931994E+00
-7.05000E-03,-3.58801224E+00
-7.02500E-03,-3.56555131E+00
-7.00000E-03,-3.49450588E+00
-6.97500E-03,-3.39411571E+00
-6.95000E-03,-3.36486816E+00
-6.92500E-03,-3.31091263E+00
-6.90000E-03,-3.21061916E+00
-6.87500E-03,-3.17687943E+00
-6.85000E-03,-3.14509135E+00
-6.82500E-03,-3.05104838E+00
-6.80000E-03,-2.98254349E+00
-6.77500E-03,-2.96008255E+00
-6.75000E-03,-2.85681010E+00
-6.72500E-03,-2.78771880E+00
-6.70000E-03,-2.74025828E+00
-6.67500E-03,-2.59909524E+00
-6.65000E-03,-2.56408691E+00
-6.62500E-03,-2.44152734E+00
-6.60000E-03,-2.36389160E+00
-6.57500E-03,-2.25978813E+00
-6.55000E-03,-2.17590332E+00
-6.52500E-03,-2.10002250E+00
-6.50000E-03,-1.98059035E+00
-6.47500E-03,-1.93249465E+00
-6.45000E-03,-1.79396874E+00
-6.42500E-03,-1.74655616E+00
-6.40000E-03,-1.58903662E+00
-6.37500E-03,-1.54260155E+00
-6.35000E-03,-1.40095068E+00
-6.32500E-03,-1.35060936E+00
-6.30000E-03,-1.19235740E+00
-6.27500E-03,-1.15470997E+00
-6.25000E-03,-1.00036569E+00
-6.22500E-03,-952.27003E-03
-6.20000E-03,-836.69286E-03
-6.17500E-03,-768.18800E-03
-6.15000E-03,-720.09229E-03
-6.12500E-03,-607.05466E-03
-6.10000E-03,-562.13379E-03
-6.07500E-03,-502.80666E-03
-6.05000E-03,-390.11177E-03
-6.02500E-03,-368.77490E-03
-6.00000E-03,-301.63473E-03
-5.97500E-03,-199.58496E-03
-5.95000E-03,-173.95020E-03
-5.92500E-03,-149.53613E-03
-5.90000E-03,-80.00386E-03
-5.87500E-03,-9.15430E-03
-5.85000E-03,+25.02441E-03
-5.82500E-03,+37.23145E-03
-5.80000E-03,+50.65918E-03
-5.77500E-03,+123.60992E-03
-5.75000E-03,+182.49610E-03
-5.72500E-03,+200.80566E-03
-5.70000E-03,+218.87256E-03
-5.67500E-03,+225.21973E-03
-5.65000E-03,+235.47314E-03
-5.62500E-03,+250.85449E-03
-5.60000E-03,+250.85449E-03
-5.57500E-03,+254.76025E-03
-5.55000E-03,+263.06152E-03
-5.52500E-03,+267.45655E-03
-5.50000E-03,+275.26855E-03
-5.47500E-03,+300.90332E-03
-5.45000E-03,+302.36766E-03
-5.42500E-03,+334.10695E-03
-5.40000E-03,+337.52441E-03
-5.37500E-03,+368.04249E-03
-5.35000E-03,+384.64305E-03
-5.32500E-03,+401.00098E-03
-5.30000E-03,+401.00098E-03
-5.27500E-03,+413.20801E-03
-5.25000E-03,+425.41504E-03
-5.22500E-03,+425.41504E-03
-5.20000E-03,+425.41504E-03
-5.17500E-03,+425.41504E-03
-5.15000E-03,+425.41504E-03
-5.12500E-03,+435.18117E-03
-5.10000E-03,+437.62207E-03
-5.07500E-03,+437.62207E-03
-5.05000E-03,+437.62207E-03
-5.02500E-03,+451.04980E-03
-5.00000E-03,+451.04980E-03
-4.97500E-03,+461.30422E-03
-4.95000E-03,+463.25684E-03
-4.92500E-03,+469.60501E-03
-4.90000E-03,+475.46387E-03
-4.87500E-03,+487.67090E-03
-4.85000E-03,+501.09863E-03
-4.82500E-03,+502.56296E-03
-4.80000E-03,+513.30566E-03
-4.77500E-03,+525.51270E-03
-4.75000E-03,+532.83639E-03
-4.72500E-03,+543.87317E-03
-4.70000E-03,+538.79452E-03
-4.67500E-03,+551.14746E-03
-4.65000E-03,+563.35449E-03
-4.62500E-03,+563.35449E-03
-4.60000E-03,+575.56152E-03
-4.57500E-03,+575.56152E-03
-4.55000E-03,+577.02689E-03
-4.52500E-03,+576.04928E-03
-4.50000E-03,+575.56152E-03
-4.47500E-03,+587.76855E-03
-4.45000E-03,+581.90865E-03
-4.42500E-03,+579.95499E-03
-4.40000E-03,+587.76855E-03
-4.37500E-03,+587.76855E-03
-4.35000E-03,+577.51412E-03
-4.32500E-03,+583.86284E-03
-4.30000E-03,+569.70268E-03
-4.27500E-03,+563.35449E-03
-4.25000E-03,+575.56152E-03
-4.22500E-03,+575.56152E-03
-4.20000E-03,+575.56152E-03
-4.17500E-03,+572.14409E-03
-4.15000E-03,+568.72505E-03
-4.12500E-03,+570.67817E-03
-4.10000E-03,+572.63130E-03
-4.07500E-03,+563.35449E-03
-4.05000E-03,+563.35449E-03
-4.02500E-03,+563.35449E-03
-4.00000E-03,+551.14746E-03
-3.97500E-03,+551.14746E-03
-3.95000E-03,+551.14746E-03
-3.92500E-03,+551.14746E-03
-3.90000E-03,+538.25624E-03
-3.87500E-03,+537.71973E-03
-3.85000E-03,+529.90668E-03
-3.82500E-03,+525.51270E-03
-3.80000E-03,+513.30566E-03
-3.77500E-03,+487.67090E-03
-3.75000E-03,+487.67035E-03
-3.72500E-03,+465.20941E-03
-3.70000E-03,+467.16253E-03
-3.67500E-03,+456.90863E-03
-3.65000E-03,+442.45666E-03
-3.62500E-03,+425.41504E-03
-3.60000E-03,+425.41504E-03
