x-axis,1,2,3,4
-21.05000E-03,+1.02481E-03,+4.54411102E+00,-57.30E-06,+17.95265403E+00
-21.02500E-03,+1.02481E-03,+4.33556827E+00,-58.46E-06,+17.94712643E+00
-21.00000E-03,+1.01074E-03,+4.13355828E+00,-56.65E-06,+17.94009122E+00
-20.97500E-03,+1.01717E-03,+3.95215120E+00,-56.97E-06,+17.94310633E+00
-20.95000E-03,+1.02401E-03,+3.75064366E+00,-59.02E-06,+17.95265403E+00
-20.92500E-03,+1.01557E-03,+3.58280460E+00,-59.35E-06,+17.95265403E+00
-20.90000E-03,+1.01959E-03,+3.40139753E+00,-57.50E-06,+17.95265403E+00
-20.87500E-03,+1.02481E-03,+3.23154828E+00,-56.65E-06,+17.95265403E+00
-20.85000E-03,+1.02923E-03,+3.07576930E+00,-55.45E-06,+17.95265403E+00
-20.82500E-03,+1.01476E-03,+2.93858341E+00,-54.24E-06,+17.94913641E+00
-20.80000E-03,+1.00712E-03,+2.78632218E+00,-54.84E-06,+17.94159880E+00
-20.77500E-03,+1.02481E-03,+2.62752816E+00,-53.44E-06,+17.94059369E+00
-20.75000E-03,+1.03285E-03,+2.44762862E+00,-60.27E-06,+17.95265403E+00
-20.72500E-03,+1.01195E-03,+2.32551811E+00,-57.70E-06,+17.95265403E+00
-20.70000E-03,+1.01999E-03,+2.18682468E+00,-58.78E-06,+17.95265403E+00
-20.67500E-03,+1.01476E-03,+2.02752819E+00,-55.93E-06,+17.94863389E+00
-20.65000E-03,+999.49E-06,+1.92903568E+00,-55.77E-06,+17.94210132E+00
-20.62500E-03,+1.01476E-03,+1.79687497E+00,-50.22E-06,+17.94009122E+00
-20.60000E-03,+1.01637E-03,+1.67727688E+00,-56.25E-06,+17.95265403E+00
-20.57500E-03,+1.04572E-03,+1.57878447E+00,-58.74E-06,+17.94411127E+00
-20.55000E-03,+1.00994E-03,+1.44461361E+00,-56.77E-06,+17.94009122E+00
-20.52500E-03,+1.01758E-03,+1.36521667E+00,-55.04E-06,+17.95265403E+00
-20.50000E-03,+1.02682E-03,+1.22903576E+00,-55.85E-06,+17.94260383E+00
-20.47500E-03,+1.01516E-03,+1.15516637E+00,-55.29E-06,+17.94009122E+00
-20.45000E-03,+1.01597E-03,+1.02250300E+00,-56.13E-06,+17.95265403E+00
-20.42500E-03,+1.01758E-03,+949.63872E-03,-50.18E-06,+17.95265403E+00
-20.40000E-03,+1.01356E-03,+822.50309E-03,-52.55E-06,+17.94009122E+00
-20.37500E-03,+1.01677E-03,+731.54827E-03,-55.24E-06,+17.94009122E+00
-20.35000E-03,+999.08E-06,+609.94022E-03,-52.99E-06,+17.94310635E+00
-20.32500E-03,+1.01396E-03,+513.45781E-03,-52.95E-06,+17.95265403E+00
-20.30000E-03,+997.07E-06,+403.40761E-03,-57.26E-06,+17.95265403E+00
-20.27500E-03,+987.02E-06,+310.94518E-03,-54.24E-06,+17.94009122E+00
-20.25000E-03,+996.67E-06,+206.42268E-03,-54.84E-06,+17.94009122E+00
-20.22500E-03,+1.01798E-03,+134.56327E-03,-54.56E-06,+17.94009122E+00
-20.20000E-03,+1.00913E-03,+38.08103E-03,-53.56E-06,+17.95265403E+00
-20.17500E-03,+999.49E-06,+392.59E-06,-52.67E-06,+17.95114644E+00
-20.15000E-03,+1.02320E-03,+392.59E-06,-56.05E-06,+17.94059367E+00
-20.12500E-03,+1.00471E-03,-9.65772E-03,-59.27E-06,+17.94260372E+00
-20.10000E-03,+1.02401E-03,-12.17023E-03,-56.09E-06,+17.95265403E+00
-20.07500E-03,+1.01637E-03,-12.17023E-03,-55.85E-06,+17.94662382E+00
-20.05000E-03,+1.02441E-03,-24.73304E-03,-57.62E-06,+17.94009122E+00
-20.02500E-03,+1.03004E-03,-24.73304E-03,-59.51E-06,+17.95064392E+00
-20.00000E-03,+1.01476E-03,-37.29585E-03,-55.24E-06,+17.94009122E+00
-19.97500E-03,+1.04009E-03,-47.84868E-03,-53.88E-06,+17.95265403E+00
-19.95000E-03,+1.01476E-03,-62.42148E-03,-50.90E-06,+17.95265403E+00
-19.92500E-03,+1.02964E-03,-87.54711E-03,-55.89E-06,+17.94662395E+00
-19.90000E-03,+1.01195E-03,-159.40654E-03,-56.41E-06,+17.94009122E+00
-19.87500E-03,+1.02079E-03,-258.40159E-03,-59.27E-06,+17.94260385E+00
-19.85000E-03,+995.06E-06,-415.18544E-03,-54.56E-06,+17.94009122E+00
-19.82500E-03,+987.02E-06,-571.46700E-03,-57.98E-06,+17.95265403E+00
-19.80000E-03,+995.87E-06,-714.18057E-03,-58.22E-06,+17.94009122E+00
-19.77500E-03,+994.66E-06,-862.42171E-03,-58.22E-06,+17.95265403E+00
-19.75000E-03,+978.58E-06,-1.01970814E+00,-56.45E-06,+17.95265403E+00
-19.72500E-03,+1.00230E-03,-1.19910506E+00,-57.74E-06,+17.94310637E+00
-19.70000E-03,+1.02320E-03,-1.37196946E+00,-62.52E-06,+17.95265403E+00
-19.67500E-03,+1.00712E-03,-1.51568813E+00,-63.97E-06,+17.95265403E+00
-19.65000E-03,+1.00712E-03,-1.63930607E+00,-64.05E-06,+17.94963904E+00
-19.62500E-03,+992.65E-06,-1.76342683E+00,-61.68E-06,+17.94009122E+00
-19.60000E-03,+989.03E-06,-1.88101477E+00,-62.72E-06,+17.95265403E+00
-19.57500E-03,+990.24E-06,-2.03277349E+00,-63.16E-06,+17.95265403E+00
-19.55000E-03,+984.61E-06,-2.18855231E+00,-60.27E-06,+17.95265403E+00
-19.52500E-03,+975.36E-06,-2.29659267E+00,-53.68E-06,+17.95265403E+00
-19.50000E-03,+1.00672E-03,-2.42171806E+00,-63.08E-06,+17.94260370E+00
-19.47500E-03,+980.99E-06,-2.50664293E+00,-59.55E-06,+17.94009122E+00
-19.45000E-03,+1.00471E-03,-2.61267276E+00,-60.71E-06,+17.94009122E+00
-19.42500E-03,+994.26E-06,-2.68754738E+00,-61.84E-06,+17.94009122E+00
-19.40000E-03,+994.66E-06,-2.80513524E+00,-63.00E-06,+17.95064390E+00
-19.37500E-03,+994.66E-06,-2.88905501E+00,-60.27E-06,+17.95265403E+00
-19.35000E-03,+991.44E-06,-3.01267285E+00,-63.81E-06,+17.95064407E+00
-19.32500E-03,+983.81E-06,-3.10312528E+00,-57.17E-06,+17.95265403E+00
-19.30000E-03,+989.43E-06,-3.22222059E+00,-59.71E-06,+17.95265403E+00
-19.27500E-03,+970.94E-06,-3.31719564E+00,-58.22E-06,+17.95265403E+00
-19.25000E-03,+988.63E-06,-3.42171817E+00,-64.29E-06,+17.95265403E+00
-19.22500E-03,+965.31E-06,-3.51870318E+00,-60.47E-06,+17.95265403E+00
-19.20000E-03,+968.13E-06,-3.63980863E+00,-64.53E-06,+17.95265403E+00
-19.17500E-03,+981.80E-06,-3.76141667E+00,-64.57E-06,+17.95265403E+00
-19.15000E-03,+972.55E-06,-3.86493435E+00,-61.23E-06,+17.95265403E+00
-19.12500E-03,+968.53E-06,-4.01719557E+00,-61.28E-06,+17.95265403E+00
-19.10000E-03,+959.69E-06,-4.17649205E+00,-59.79E-06,+17.95265403E+00
-19.07500E-03,+947.63E-06,-4.31267315E+00,-57.82E-06,+17.95265403E+00
-19.05000E-03,+964.51E-06,-4.44583870E+00,-61.28E-06,+17.95265403E+00
-19.02500E-03,+941.60E-06,-4.60413025E+00,-63.85E-06,+17.95265403E+00
-19.00000E-03,+944.41E-06,-4.74835165E+00,-60.47E-06,+17.94009122E+00
-18.97500E-03,+964.51E-06,-4.89609025E+00,-65.42E-06,+17.94712630E+00
-18.95000E-03,+947.22E-06,-5.06041176E+00,-63.93E-06,+17.94360891E+00
-18.92500E-03,+948.03E-06,-5.22724574E+00,-60.55E-06,+17.94159886E+00
-18.90000E-03,+964.11E-06,-5.38654262E+00,-57.50E-06,+17.95215162E+00
-18.87500E-03,+944.41E-06,-5.52975861E+00,-57.46E-06,+17.94009122E+00
-18.85000E-03,+960.09E-06,-5.68955751E+00,-59.10E-06,+17.94009122E+00
-18.82500E-03,+948.43E-06,-5.87799982E+00,-59.10E-06,+17.95265403E+00
-18.80000E-03,+934.36E-06,-6.05036143E+00,-57.54E-06,+17.94009122E+00
-18.77500E-03,+959.69E-06,-6.23478355E+00,-61.32E-06,+17.94009122E+00
-18.75000E-03,+954.46E-06,-6.41920566E+00,-60.27E-06,+17.95265403E+00
-18.72500E-03,+929.13E-06,-6.58503512E+00,-59.91E-06,+17.95265403E+00
-18.70000E-03,+948.03E-06,-6.77598990E+00,-55.85E-06,+17.94009122E+00
-18.67500E-03,+919.48E-06,-6.93578901E+00,-56.29E-06,+17.95265403E+00
-18.65000E-03,+937.17E-06,-7.09508539E+00,-55.97E-06,+17.95265403E+00
-18.62500E-03,+926.32E-06,-7.27096468E+00,-58.46E-06,+17.95265403E+00
-18.60000E-03,+924.71E-06,-7.45036146E+00,-57.54E-06,+17.95265403E+00
-18.57500E-03,+927.93E-06,-7.61920590E+00,-56.37E-06,+17.96370942E+00
-18.55000E-03,+924.31E-06,-7.80865325E+00,-58.42E-06,+17.95265403E+00
-18.52500E-03,+919.89E-06,-7.94935677E+00,-58.34E-06,+17.94561875E+00
-18.50000E-03,+924.31E-06,-8.09006029E+00,-58.06E-06,+17.95265403E+00
-18.47500E-03,+903.81E-06,-8.25940670E+00,-52.47E-06,+17.95265403E+00
-18.45000E-03,+924.31E-06,-8.40714551E+00,-54.40E-06,+17.94109636E+00
-18.42500E-03,+923.51E-06,-8.53830140E+00,-55.49E-06,+17.95164912E+00
-18.40000E-03,+919.08E-06,-8.67448208E+00,-57.62E-06,+17.94963907E+00
-18.37500E-03,+928.33E-06,-8.83377857E+00,-56.85E-06,+17.95265403E+00
-18.35000E-03,+903.00E-06,-8.97196987E+00,-57.90E-06,+17.94009122E+00
-18.32500E-03,+918.68E-06,-9.09307517E+00,-57.42E-06,+17.94009122E+00
-18.30000E-03,+931.95E-06,-9.24885395E+00,-60.95E-06,+17.95114638E+00
-18.27500E-03,+905.01E-06,-9.36995960E+00,-51.59E-06,+17.94009122E+00
-18.25000E-03,+928.33E-06,-9.48201967E+00,-57.05E-06,+17.95265403E+00
-18.22500E-03,+942.80E-06,-9.63428121E+00,-54.60E-06,+17.94461371E+00
-18.20000E-03,+924.71E-06,-9.73478385E+00,-54.20E-06,+17.94612149E+00
-18.17500E-03,+941.19E-06,-9.85689416E+00,-53.07E-06,+17.95265403E+00
-18.15000E-03,+937.58E-06,-9.94081376E+00,-59.10E-06,+17.95265403E+00
-18.12500E-03,+944.41E-06,-10.04985875E+00,-56.25E-06,+17.94009134E+00
-18.10000E-03,+929.13E-06,-10.09810008E+00,-54.36E-06,+17.95064411E+00
-18.07500E-03,+930.34E-06,-10.19257257E+00,-53.44E-06,+17.94411120E+00
-18.05000E-03,+949.23E-06,-10.25739656E+00,-56.13E-06,+17.94612125E+00
-18.02500E-03,+929.94E-06,-10.31367784E+00,-52.15E-06,+17.94009122E+00
-18.00000E-03,+938.38E-06,-10.38151729E+00,-55.85E-06,+17.94260391E+00
-17.97500E-03,+925.11E-06,-10.45186880E+00,-50.70E-06,+17.95215139E+00
-17.95000E-03,+944.41E-06,-10.50061265E+00,-56.49E-06,+17.94009122E+00
-17.92500E-03,+933.15E-06,-10.59207019E+00,-58.30E-06,+17.94009122E+00
-17.90000E-03,+923.10E-06,-10.65990913E+00,-57.90E-06,+17.95265403E+00
-17.87500E-03,+922.30E-06,-10.76342685E+00,-56.25E-06,+17.95265403E+00
-17.85000E-03,+884.11E-06,-10.86945687E+00,-56.85E-06,+17.95265403E+00
-17.82500E-03,+893.35E-06,-10.94483403E+00,-54.32E-06,+17.94009122E+00
-17.80000E-03,+874.86E-06,-11.06644180E+00,-53.40E-06,+17.95265403E+00
-17.77500E-03,+896.97E-06,-11.19960777E+00,-55.57E-06,+17.94009122E+00
-17.75000E-03,+876.07E-06,-11.34131645E+00,-56.65E-06,+17.95265403E+00
-17.72500E-03,+872.85E-06,-11.49860288E+00,-57.78E-06,+17.95265403E+00
-17.70000E-03,+872.85E-06,-11.66141668E+00,-57.42E-06,+17.94913631E+00
-17.67500E-03,+855.16E-06,-11.81317575E+00,-60.43E-06,+17.95114636E+00
-17.65000E-03,+864.81E-06,-11.95689463E+00,-52.47E-06,+17.94009122E+00
-17.62500E-03,+862.00E-06,-12.10262300E+00,-56.45E-06,+17.94009122E+00
-17.60000E-03,+857.58E-06,-12.27247225E+00,-52.39E-06,+17.94009122E+00
-17.57500E-03,+873.25E-06,-12.43578897E+00,-54.64E-06,+17.94612151E+00
-17.55000E-03,+884.51E-06,-12.56995997E+00,-53.52E-06,+17.94009122E+00
-17.52500E-03,+875.67E-06,-12.70865330E+00,-57.58E-06,+17.94009122E+00
-17.50000E-03,+874.06E-06,-12.86392926E+00,-54.24E-06,+17.94009122E+00
-17.47500E-03,+889.33E-06,-12.99408045E+00,-61.32E-06,+17.95064413E+00
-17.45000E-03,+867.22E-06,-13.10714549E+00,-54.56E-06,+17.95265403E+00
-17.42500E-03,+864.01E-06,-13.26644198E+00,-55.04E-06,+17.94009122E+00
-17.40000E-03,+863.20E-06,-13.39257278E+00,-53.80E-06,+17.95265403E+00
-17.37500E-03,+870.04E-06,-13.51217077E+00,-56.05E-06,+17.95265403E+00
-17.35000E-03,+864.01E-06,-13.65639173E+00,-54.32E-06,+17.95265403E+00
-17.32500E-03,+864.01E-06,-13.76242218E+00,-55.24E-06,+17.95265403E+00
-17.30000E-03,+871.24E-06,-13.89056244E+00,-58.14E-06,+17.95265403E+00
-17.27500E-03,+864.01E-06,-14.02825119E+00,-58.74E-06,+17.95265403E+00
-17.25000E-03,+870.04E-06,-14.10513546E+00,-56.85E-06,+17.94762876E+00
-17.22500E-03,+870.84E-06,-14.22674350E+00,-56.25E-06,+17.95265403E+00
-17.20000E-03,+903.40E-06,-14.29709511E+00,-58.10E-06,+17.95265403E+00
-17.17500E-03,+912.65E-06,-14.38201989E+00,-53.36E-06,+17.95164916E+00
-17.15000E-03,+904.21E-06,-14.46593949E+00,-56.81E-06,+17.94310614E+00
-17.12500E-03,+906.22E-06,-14.51719562E+00,-55.24E-06,+17.94762906E+00
-17.10000E-03,+901.80E-06,-14.59056245E+00,-59.59E-06,+17.94712624E+00
-17.07500E-03,+885.31E-06,-14.66392929E+00,-53.44E-06,+17.94913629E+00
-17.05000E-03,+910.64E-06,-14.72322562E+00,-61.56E-06,+17.94159891E+00
-17.02500E-03,+913.46E-06,-14.78503498E+00,-59.18E-06,+17.94009122E+00
-17.00000E-03,+900.19E-06,-14.85890417E+00,-60.27E-06,+17.95265403E+00
-16.97500E-03,+896.97E-06,-14.88654220E+00,-57.54E-06,+17.94009122E+00
-16.95000E-03,+899.79E-06,-14.93026095E+00,-55.29E-06,+17.94662372E+00
-16.92500E-03,+890.54E-06,-15.01619060E+00,-54.52E-06,+17.94863377E+00
-16.90000E-03,+880.49E-06,-15.07498441E+00,-57.42E-06,+17.94210143E+00
-16.87500E-03,+914.26E-06,-15.11267302E+00,-54.24E-06,+17.94009122E+00
-16.85000E-03,+916.27E-06,-15.20714571E+00,-64.05E-06,+17.95064415E+00
-16.82500E-03,+907.02E-06,-15.28051238E+00,-61.60E-06,+17.94009122E+00
-16.80000E-03,+903.81E-06,-15.35186917E+00,-58.18E-06,+17.94009122E+00
-16.77500E-03,+895.77E-06,-15.46091440E+00,-57.42E-06,+17.94009122E+00
-16.75000E-03,+890.14E-06,-15.51970837E+00,-58.86E-06,+17.95014131E+00
-16.72500E-03,+902.60E-06,-15.64131641E+00,-54.32E-06,+17.94009122E+00
-16.70000E-03,+882.90E-06,-15.72523601E+00,-52.31E-06,+17.94009122E+00
-16.67500E-03,+866.82E-06,-15.85588945E+00,-58.34E-06,+17.94009122E+00
-16.65000E-03,+890.94E-06,-15.93076365E+00,-62.08E-06,+17.94009122E+00
-16.62500E-03,+884.11E-06,-16.04734640E+00,-59.87E-06,+17.94009122E+00
-16.60000E-03,+856.37E-06,-16.12674373E+00,-58.50E-06,+17.94009122E+00
-16.57500E-03,+856.37E-06,-16.24533652E+00,-61.03E-06,+17.94009122E+00
-16.55000E-03,+855.57E-06,-16.32925612E+00,-55.97E-06,+17.94009122E+00
-16.52500E-03,+871.65E-06,-16.44784926E+00,-56.21E-06,+17.94963913E+00
-16.50000E-03,+874.06E-06,-16.52724591E+00,-59.67E-06,+17.94009122E+00
-16.47500E-03,+869.64E-06,-16.65639181E+00,-59.59E-06,+17.94561903E+00
-16.45000E-03,+878.48E-06,-16.75287422E+00,-59.99E-06,+17.94360898E+00
-16.42500E-03,+857.58E-06,-16.86191945E+00,-61.28E-06,+17.94159893E+00
-16.40000E-03,+882.90E-06,-16.93327624E+00,-62.16E-06,+17.94059356E+00
-16.37500E-03,+888.13E-06,-17.04232147E+00,-65.50E-06,+17.95265403E+00
-16.35000E-03,+858.38E-06,-17.11367825E+00,-57.50E-06,+17.94009122E+00
-16.32500E-03,+888.53E-06,-17.21016067E+00,-61.84E-06,+17.95265403E+00
-16.30000E-03,+863.61E-06,-17.30664308E+00,-59.22E-06,+17.94863376E+00
-16.27500E-03,+887.73E-06,-17.40312550E+00,-59.95E-06,+17.94009122E+00
-16.25000E-03,+864.01E-06,-17.47448228E+00,-59.27E-06,+17.94009122E+00
-16.22500E-03,+864.01E-06,-17.54583907E+00,-64.53E-06,+17.95265403E+00
-16.20000E-03,+867.22E-06,-17.62975867E+00,-60.31E-06,+17.95265403E+00
-16.17500E-03,+869.23E-06,-17.69458261E+00,-60.63E-06,+17.94612119E+00
-16.15000E-03,+871.24E-06,-17.73478380E+00,-61.44E-06,+17.95265403E+00
-16.12500E-03,+868.03E-06,-17.79106502E+00,-62.08E-06,+17.95265403E+00
-16.10000E-03,+826.62E-06,-17.83930623E+00,-58.42E-06,+17.95315673E+00
-16.07500E-03,+847.52E-06,-17.87498462E+00,-57.34E-06,+17.95265403E+00
-16.05000E-03,+867.22E-06,-17.90161760E+00,-58.30E-06,+17.94009122E+00
-16.02500E-03,+859.59E-06,-17.93377859E+00,-58.06E-06,+17.94009122E+00
-16.00000E-03,+855.97E-06,-17.97448230E+00,-60.87E-06,+17.94009122E+00
-15.97500E-03,+838.68E-06,-18.03026101E+00,-58.46E-06,+17.94963877E+00
-15.95000E-03,+861.60E-06,-18.06593940E+00,-65.50E-06,+17.94009122E+00
-15.92500E-03,+842.30E-06,-18.09005981E+00,-59.67E-06,+17.94009122E+00
-15.90000E-03,+841.09E-06,-18.11518544E+00,-59.51E-06,+17.94009122E+00
-15.87500E-03,+853.96E-06,-18.14784895E+00,-57.46E-06,+17.94009122E+00
-15.85000E-03,+845.92E-06,-18.18352735E+00,-58.14E-06,+17.94561905E+00
-15.82500E-03,+861.19E-06,-18.20664292E+00,-57.21E-06,+17.94009122E+00
-15.80000E-03,+880.49E-06,-18.24081358E+00,-63.81E-06,+17.95114630E+00
-15.77500E-03,+845.51E-06,-18.25337640E+00,-62.08E-06,+17.94009122E+00
-15.75000E-03,+866.02E-06,-18.26593921E+00,-62.88E-06,+17.94009122E+00
-15.72500E-03,+876.07E-06,-18.27850203E+00,-63.57E-06,+17.94009122E+00
-15.70000E-03,+853.96E-06,-18.28503449E+00,-61.96E-06,+17.94009122E+00
-15.67500E-03,+860.79E-06,-18.29508514E+00,-58.22E-06,+17.95265403E+00
-15.65000E-03,+872.45E-06,-18.30362766E+00,-59.47E-06,+17.95064379E+00
-15.62500E-03,+864.01E-06,-18.30362766E+00,-58.26E-06,+17.95265383E+00
-15.60000E-03,+865.62E-06,-18.31418062E+00,-60.95E-06,+17.94210107E+00
-15.57500E-03,+860.79E-06,-18.32875328E+00,-61.32E-06,+17.94009122E+00
-15.55000E-03,+864.41E-06,-18.32875328E+00,-63.16E-06,+17.94009122E+00
-15.52500E-03,+864.81E-06,-18.34131610E+00,-63.16E-06,+17.94009122E+00
-15.50000E-03,+855.97E-06,-18.35387891E+00,-61.68E-06,+17.93757845E+00
-15.47500E-03,+863.61E-06,-18.36593901E+00,-62.04E-06,+17.94059394E+00
-15.45000E-03,+852.75E-06,-18.36644173E+00,-57.21E-06,+17.94009122E+00
-15.42500E-03,+852.35E-06,-18.37900454E+00,-60.15E-06,+17.94913665E+00
-15.40000E-03,+864.01E-06,-18.39156735E+00,-57.01E-06,+17.94009122E+00
-15.37500E-03,+849.94E-06,-18.39659269E+00,-59.47E-06,+17.94009122E+00
-15.35000E-03,+872.05E-06,-18.40413017E+00,-59.22E-06,+17.94009122E+00
-15.32500E-03,+876.47E-06,-18.41669298E+00,-57.90E-06,+17.94109646E+00
-15.30000E-03,+858.78E-06,-18.42925580E+00,-64.81E-06,+17.94009122E+00
-15.27500E-03,+886.52E-06,-18.42925580E+00,-64.37E-06,+17.94009122E+00
-15.25000E-03,+892.15E-06,-18.44181861E+00,-59.06E-06,+17.94009122E+00
-15.22500E-03,+862.80E-06,-18.45438143E+00,-60.35E-06,+17.94009122E+00
-15.20000E-03,+903.00E-06,-18.45438143E+00,-59.55E-06,+17.94913623E+00
-15.17500E-03,+866.42E-06,-18.46694424E+00,-59.51E-06,+17.94009122E+00
-15.15000E-03,+864.81E-06,-18.47950705E+00,-59.35E-06,+17.94009122E+00
-15.12500E-03,+864.01E-06,-18.47950705E+00,-65.50E-06,+17.94009122E+00
-15.10000E-03,+857.58E-06,-18.48402945E+00,-57.34E-06,+17.93556882E+00
-15.07500E-03,+869.23E-06,-18.49206987E+00,-62.12E-06,+17.94009122E+00
-15.05000E-03,+870.84E-06,-18.49206987E+00,-61.64E-06,+17.94009122E+00
-15.02500E-03,+880.89E-06,-18.50463268E+00,-59.83E-06,+17.94009122E+00
-15.00000E-03,+874.06E-06,-18.50463268E+00,-59.27E-06,+17.94009122E+00
-14.97500E-03,+874.06E-06,-18.51719550E+00,-60.27E-06,+17.94009122E+00
-14.95000E-03,+901.40E-06,-18.51719550E+00,-63.08E-06,+17.94009122E+00
-14.92500E-03,+880.09E-06,-18.52372838E+00,-62.96E-06,+17.94009122E+00
-14.90000E-03,+884.11E-06,-18.52975831E+00,-61.52E-06,+17.94009122E+00
-14.87500E-03,+880.09E-06,-18.53980834E+00,-62.88E-06,+17.94009122E+00
-14.85000E-03,+864.81E-06,-18.54282386E+00,-59.31E-06,+17.94009122E+00
-14.82500E-03,+865.21E-06,-18.54382844E+00,-57.86E-06,+17.94009122E+00
-14.80000E-03,+872.85E-06,-18.55488394E+00,-56.97E-06,+17.94009122E+00
-14.77500E-03,+878.48E-06,-18.55488394E+00,-56.57E-06,+17.94009122E+00
-14.75000E-03,+884.11E-06,-18.55990929E+00,-55.25E-06,+17.94009122E+00
-14.72500E-03,+858.78E-06,-18.57046206E+00,-56.49E-06,+17.94009122E+00
-14.70000E-03,+855.57E-06,-18.56845201E+00,-60.27E-06,+17.94009122E+00
-14.67500E-03,+873.25E-06,-18.58000957E+00,-56.57E-06,+17.94009122E+00
-14.65000E-03,+856.37E-06,-18.59257238E+00,-59.06E-06,+17.94009122E+00
-14.62500E-03,+849.94E-06,-18.60011030E+00,-56.25E-06,+17.94511612E+00
-14.60000E-03,+875.26E-06,-18.58553744E+00,-60.43E-06,+17.94009122E+00
-14.57500E-03,+874.06E-06,-18.60161738E+00,-54.80E-06,+17.93657340E+00
-14.55000E-03,+864.01E-06,-18.59257238E+00,-57.13E-06,+17.95114626E+00
-14.52500E-03,+864.81E-06,-18.58051185E+00,-52.39E-06,+17.94009122E+00
-14.50000E-03,+884.11E-06,-18.58252190E+00,-56.45E-06,+17.94009122E+00
-14.47500E-03,+886.12E-06,-18.58000957E+00,-58.22E-06,+17.94009122E+00
-14.45000E-03,+878.88E-06,-18.58603995E+00,-57.78E-06,+17.94009122E+00
-14.42500E-03,+880.49E-06,-18.58000957E+00,-57.58E-06,+17.94009122E+00
