x-axis,1,2,3
second,Volt,Volt,Volt
-11.80000E-03,,,
-11.75000E-03,,,
-11.70000E-03,,,
-11.65000E-03,,,
-11.60000E-03,,,
-11.55000E-03,,,
-11.50000E-03,,,
-11.45000E-03,,,
-11.40000E-03,,,
-11.35000E-03,,,
-11.30000E-03,,,
-11.25000E-03,,,
-11.20000E-03,,,
-11.15000E-03,,,
-11.10000E-03,,,
-11.05000E-03,,,
-11.00000E-03,,,
-10.95000E-03,,,
-10.90000E-03,,,
-10.85000E-03,,,
-10.80000E-03,,,
-10.75000E-03,,,
-10.70000E-03,,,
-10.65000E-03,,,
-10.60000E-03,,,
-10.55000E-03,,,
-10.50000E-03,,,
-10.45000E-03,,,
-10.40000E-03,,,
-10.35000E-03,,,
-10.30000E-03,,,
-10.25000E-03,,,
-10.20000E-03,,,
-10.15000E-03,,,
-10.10000E-03,,,
-10.05000E-03,,,
-10.00000E-03,,,
-9.95000E-03,,,
-9.90000E-03,,,
-9.85000E-03,,,
-9.80000E-03,,,
-9.75000E-03,,,
-9.70000E-03,,,
-9.65000E-03,,,
-9.60000E-03,,,
-9.55000E-03,,,
-9.50000E-03,,,
-9.45000E-03,,,
-9.40000E-03,,,
-9.35000E-03,,,
-9.30000E-03,,,
-9.25000E-03,,,
-9.20000E-03,,,
-9.15000E-03,,,
-9.10000E-03,,,
-9.05000E-03,,,
-9.00000E-03,,,
-8.95000E-03,,,
-8.90000E-03,,,
-8.85000E-03,,,
-8.80000E-03,,,
-8.75000E-03,,,
-8.70000E-03,,,
-8.65000E-03,,,
-8.60000E-03,,,
-8.55000E-03,,,
-8.50000E-03,,,
-8.45000E-03,,,
-8.40000E-03,,,
-8.35000E-03,,,
-8.30000E-03,,,
-8.25000E-03,,,
-8.20000E-03,,,
-8.15000E-03,,,
-8.10000E-03,,,
-8.05000E-03,,,
-8.00000E-03,,,
-7.95000E-03,,,
-7.90000E-03,,,
-7.85000E-03,,,
-7.80000E-03,,,
-7.75000E-03,,,
-7.70000E-03,,,
-7.65000E-03,,,
-7.60000E-03,,,
-7.55000E-03,,,
-7.50000E-03,,,
-7.45000E-03,,,
-7.40000E-03,,,
-7.35000E-03,,,
-7.30000E-03,,,
-7.25000E-03,,,
-7.20000E-03,,,
-7.15000E-03,,,
-7.10000E-03,,,
-7.05000E-03,,,
-7.00000E-03,,,
-6.95000E-03,,,
-6.90000E-03,,,
-6.85000E-03,,,
-6.80000E-03,,,
-6.75000E-03,,,
-6.70000E-03,,,
-6.65000E-03,,,
-6.60000E-03,,,
-6.55000E-03,,,
-6.50000E-03,,,
-6.45000E-03,,,
-6.40000E-03,,,
-6.35000E-03,,,
-6.30000E-03,,,
-6.25000E-03,,,
-6.20000E-03,,,
-6.15000E-03,,,
-6.10000E-03,,,
-6.05000E-03,,,
-6.00000E-03,,,
-5.95000E-03,,,
-5.90000E-03,,,
-5.85000E-03,,,
-5.80000E-03,,,
-5.75000E-03,,,
-5.70000E-03,,,
-5.65000E-03,,,
-5.60000E-03,,,
-5.55000E-03,,,
-5.50000E-03,,,
-5.45000E-03,,,
-5.40000E-03,,,
-5.35000E-03,,,
-5.30000E-03,,,
-5.25000E-03,,,
-5.20000E-03,,,
-5.15000E-03,,,
-5.10000E-03,,,
-5.05000E-03,,,
-5.00000E-03,,,
-4.95000E-03,,,
-4.90000E-03,,,
-4.85000E-03,,,
-4.80000E-03,,,
-4.75000E-03,,,
-4.70000E-03,,,
-4.65000E-03,,,
-4.60000E-03,,,
-4.55000E-03,,,
-4.50000E-03,,,
-4.45000E-03,,,
-4.40000E-03,,,
-4.35000E-03,,,
-4.30000E-03,,,
-4.25000E-03,,,
-4.20000E-03,,,
-4.15000E-03,,,
-4.10000E-03,,,
-4.05000E-03,,,
-4.00000E-03,,,
-3.95000E-03,,,
-3.90000E-03,,,
-3.85000E-03,,,
-3.80000E-03,,,
-3.75000E-03,,,
-3.70000E-03,,,
-3.65000E-03,,,
-3.60000E-03,,,
-3.55000E-03,,,
-3.50000E-03,,,
-3.45000E-03,,,
-3.40000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-3.35000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-3.30000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-3.25000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-3.20000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-3.15000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-3.10000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-3.05000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-3.00000E-03,-82.83605E-03,+19.17402E-03,-42.63505E-03
-2.95000E-03,-82.83605E-03,+20.17902E-03,-42.63505E-03
-2.90000E-03,-82.13251E-03,+17.66646E-03,-42.63505E-03
-2.85000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.80000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.75000E-03,-82.83605E-03,+20.17902E-03,-42.63505E-03
-2.70000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.65000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.60000E-03,-82.83605E-03,+20.17902E-03,-42.63505E-03
-2.55000E-03,-82.83605E-03,+19.77698E-03,-43.03709E-03
-2.50000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.45000E-03,-82.83605E-03,+20.17902E-03,-42.63505E-03
-2.40000E-03,-82.83605E-03,+19.37503E-03,-42.63505E-03
-2.35000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.30000E-03,-82.83605E-03,+16.05845E-03,-42.63505E-03
-2.25000E-03,-82.83605E-03,+18.16900E-03,-42.63505E-03
-2.20000E-03,-82.83605E-03,+20.17902E-03,-45.04708E-03
-2.15000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.10000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.05000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-2.00000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.95000E-03,-82.83605E-03,+17.66646E-03,-44.54457E-03
-1.90000E-03,-82.83605E-03,+19.97798E-03,-45.14761E-03
-1.85000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.80000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.75000E-03,-82.83605E-03,+16.15889E-03,-45.14761E-03
-1.70000E-03,-82.83605E-03,+16.25945E-03,-42.63505E-03
-1.65000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.60000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.55000E-03,-82.83605E-03,+15.25436E-03,-42.63505E-03
-1.50000E-03,-82.83605E-03,+18.16894E-03,-42.63505E-03
-1.45000E-03,-82.83605E-03,+17.66646E-03,-44.24312E-03
-1.40000E-03,-82.83605E-03,+16.46039E-03,-42.63505E-03
-1.35000E-03,-82.83605E-03,+17.66646E-03,-43.43910E-03
-1.30000E-03,-82.83605E-03,+19.77698E-03,-42.63505E-03
-1.25000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.20000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.15000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.10000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.05000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-1.00000E-03,-82.83605E-03,+17.66646E-03,-42.63505E-03
-950.00E-06,-82.83605E-03,+17.66646E-03,-42.63505E-03
-900.00E-06,-82.83605E-03,+17.66646E-03,-42.63505E-03
-850.00E-06,-82.83605E-03,+17.66646E-03,-42.63505E-03
-800.00E-06,-82.83605E-03,+17.66646E-03,-42.63505E-03
-750.00E-06,-82.83605E-03,+17.66646E-03,-42.63505E-03
-700.00E-06,-82.83605E-03,+17.06341E-03,-42.63505E-03
-650.00E-06,-82.83605E-03,+17.66646E-03,-42.63505E-03
-600.00E-06,-82.83605E-03,+19.97805E-03,-42.63505E-03
-550.00E-06,-82.83605E-03,+20.17902E-03,-42.63505E-03
-500.00E-06,-82.83605E-03,+17.66646E-03,-42.63505E-03
-450.00E-06,-82.83605E-03,+20.17902E-03,-42.63505E-03
-400.00E-06,-82.83605E-03,+18.37001E-03,-42.63505E-03
-350.00E-06,-82.83605E-03,+20.17902E-03,-42.63505E-03
-300.00E-06,-82.83605E-03,+20.17902E-03,-42.63505E-03
-250.00E-06,-82.83605E-03,+20.17902E-03,-42.63505E-03
-200.00E-06,-82.83605E-03,+18.57094E-03,-42.63505E-03
-150.00E-06,-82.83605E-03,+18.97295E-03,-42.63505E-03
-100.00E-06,-82.83605E-03,+17.66646E-03,-42.63505E-03
-50.00E-06,-82.83605E-03,+18.06850E-03,-42.63505E-03
-0.0E+00,-14.99631E-03,+80.48089E-03,-37.60963E-03
+50.00E-06,+216.76326E-03,+213.54655E-03,+80.38072E-03
+100.00E-06,+623.19594E-03,+423.89857E-03,+290.73274E-03
+150.00E-06,+975.15496E-03,+610.12932E-03,+479.47605E-03
+200.00E-06,+1.11274160E+00,+673.94767E-03,+555.35489E-03
+250.00E-06,+333.24427E-03,-87.35863E-03,+534.24929E-03
+300.00E-06,+316.56089E-03,-82.83605E-03,+525.10360E-03
+350.00E-06,+301.88752E-03,-80.62496E-03,+520.48048E-03
+400.00E-06,+286.51068E-03,-80.32349E-03,+517.66645E-03
+450.00E-06,+275.05335E-03,-77.81093E-03,+515.15389E-03
+500.00E-06,+260.37998E-03,-80.32349E-03,+510.12876E-03
+550.00E-06,+246.30967E-03,-78.41398E-03,+505.10364E-03
+600.00E-06,+238.57094E-03,-80.32349E-03,+497.36491E-03
+650.00E-06,+228.92270E-03,-77.81093E-03,+492.74179E-03
+700.00E-06,+212.33974E-03,-77.81093E-03,+487.51570E-03
+750.00E-06,+202.08853E-03,-80.32349E-03,+485.00314E-03
+800.00E-06,+194.95285E-03,-77.81093E-03,+485.00314E-03
+850.00E-06,+187.11361E-03,-77.81093E-03,+482.49057E-03
+900.00E-06,+215.46057E-03,-37.70518E-03,+482.49057E-03
+950.00E-06,+903.69695E-03,+640.48064E-03,+502.08876E-03
+1.00000E-03,+1.06791850E+00,+722.18938E-03,+587.01366E-03
+1.05000E-03,+1.32078306E+00,+851.03376E-03,+719.47601E-03
+1.10000E-03,+1.59927552E+00,+994.35042E-03,+864.90323E-03
+1.15000E-03,+1.86118487E+00,+1.12952618E+00,+998.87292E-03
+1.20000E-03,+2.05093333E+00,+1.22942556E+00,+1.10168691E+00
+1.25000E-03,+2.16842049E+00,+1.28399818E+00,+1.16590773E+00
+1.30000E-03,+2.19897293E+00,+1.29193776E+00,+1.17847046E+00
+1.35000E-03,+1.77977695E+00,+874.55099E-03,+1.16419907E+00
+1.40000E-03,+1.77394785E+00,+880.78207E-03,+1.15957595E+00
+1.45000E-03,+1.77394785E+00,+884.50062E-03,+1.15153571E+00
+1.50000E-03,+1.77394785E+00,+889.52574E-03,+1.13776691E+00
+1.55000E-03,+1.77646041E+00,+892.03831E-03,+1.13063123E+00
+1.60000E-03,+1.77897297E+00,+896.76197E-03,+1.12570665E+00
+1.65000E-03,+1.78148553E+00,+902.08856E-03,+1.12319408E+00
+1.70000E-03,+1.78289261E+00,+904.90271E-03,+1.11816896E+00
+1.75000E-03,+1.78500316E+00,+909.62625E-03,+1.10962620E+00
+1.80000E-03,+1.78399810E+00,+912.13881E-03,+1.10058102E+00
+1.85000E-03,+1.78882217E+00,+914.65137E-03,+1.09535485E+00
+1.90000E-03,+1.78902322E+00,+917.16393E-03,+1.08801820E+00
+1.95000E-03,+1.79093281E+00,+917.16393E-03,+1.08550564E+00
+2.00000E-03,+1.79053080E+00,+919.67650E-03,+1.08299308E+00
+2.05000E-03,+1.79153578E+00,+919.67650E-03,+1.07686238E+00
+2.10000E-03,+1.79153578E+00,+919.67650E-03,+1.06972670E+00
+2.15000E-03,+1.79123423E+00,+919.97805E-03,+1.06259103E+00
+2.20000E-03,+1.78912368E+00,+919.67650E-03,+1.05796791E+00
+2.25000E-03,+1.78902322E+00,+922.18906E-03,+1.05334479E+00
+2.30000E-03,+1.78902322E+00,+922.18906E-03,+1.04781720E+00
+2.35000E-03,+1.79032971E+00,+922.18906E-03,+1.04530464E+00
+2.40000E-03,+1.78902322E+00,+922.18906E-03,+1.04450057E+00
+2.45000E-03,+1.78902322E+00,+922.18906E-03,+1.04027951E+00
+2.50000E-03,+1.78902322E+00,+922.18906E-03,+1.03776695E+00
+2.55000E-03,+1.78942519E+00,+922.18906E-03,+1.03274182E+00
+2.60000E-03,+1.78651066E+00,+922.18906E-03,+1.02600811E+00
+2.65000E-03,+1.78148553E+00,+922.18906E-03,+1.02138499E+00
+2.70000E-03,+1.78148553E+00,+922.18906E-03,+1.01264132E+00
+2.75000E-03,+1.78148553E+00,+919.67650E-03,+1.00962620E+00
+2.80000E-03,+1.78138499E+00,+919.67650E-03,+1.00510363E+00
+2.85000E-03,+1.77646041E+00,+917.46540E-03,+1.00289253E+00
+2.90000E-03,+1.77143528E+00,+917.16393E-03,+1.00259107E+00
+2.95000E-03,+1.76892272E+00,+910.73173E-03,+998.67143E-03
+3.00000E-03,+1.76389759E+00,+902.59098E-03,+996.56087E-03
+3.05000E-03,+1.75264122E+00,+890.83218E-03,+990.02826E-03
+3.10000E-03,+1.73334474E+00,+879.27444E-03,+984.80208E-03
+3.15000E-03,+1.71424921E+00,+854.95274E-03,+977.66640E-03
+3.20000E-03,+1.68912368E+00,+835.45530E-03,+970.53072E-03
+3.25000E-03,+1.66490243E+00,+808.62113E-03,+967.41519E-03
+3.30000E-03,+1.64108343E+00,+786.00792E-03,+964.90263E-03
+3.35000E-03,+1.60992770E+00,+756.76179E-03,+964.19906E-03
+3.40000E-03,+1.58681198E+00,+725.60605E-03,+962.39007E-03
+3.45000E-03,+1.56058092E+00,+698.97279E-03,+959.87750E-03
+3.50000E-03,+1.52620906E+00,+670.43008E-03,+957.36494E-03
+3.55000E-03,+1.49364615E+00,+639.17394E-03,+952.33981E-03
+3.60000E-03,+1.46761600E+00,+604.50048E-03,+946.10861E-03
+3.65000E-03,+1.43656072E+00,+575.55575E-03,+941.48549E-03
+3.70000E-03,+1.40630956E+00,+551.63616E-03,+934.75187E-03
+3.75000E-03,+1.37445022E+00,+520.17887E-03,+929.72675E-03
+3.80000E-03,+1.34842002E+00,+486.20902E-03,+927.61615E-03
+3.85000E-03,+1.32249052E+00,+460.58083E-03,+924.70162E-03
+3.90000E-03,+1.29012861E+00,+434.65128E-03,+924.70162E-03
+3.95000E-03,+1.26279188E+00,+403.69655E-03,+922.18906E-03
+4.00000E-03,+1.24027941E+00,+380.48038E-03,+919.67650E-03
+4.05000E-03,+1.21093268E+00,+356.76188E-03,+917.06338E-03
+4.10000E-03,+1.18942509E+00,+332.64118E-03,+912.44027E-03
+4.15000E-03,+1.16661112E+00,+313.04324E-03,+907.81715E-03
+4.20000E-03,+1.14520393E+00,+288.72163E-03,+902.08856E-03
+4.25000E-03,+1.12218901E+00,+271.93771E-03,+894.55087E-03
+4.30000E-03,+1.09686233E+00,+245.10354E-03,+892.03831E-03
+4.35000E-03,+1.07736479E+00,+225.60600E-03,+887.01318E-03
+4.40000E-03,+1.04821911E+00,+201.28450E-03,+887.01318E-03
+4.45000E-03,+1.02510343E+00,+175.25424E-03,+884.50062E-03
+4.50000E-03,+999.57589E-03,+151.33465E-03,+881.98806E-03
+4.55000E-03,+970.22916E-03,+120.98294E-03,+880.88248E-03
+4.60000E-03,+944.50041E-03,+93.44520E-03,+879.47549E-03
+4.65000E-03,+915.95770E-03,+69.22404E-03,+874.45037E-03
+4.70000E-03,+884.70152E-03,+35.45530E-03,+869.52569E-03
+4.75000E-03,+850.83212E-03,+1.58590E-03,+862.39001E-03
+4.80000E-03,+818.67122E-03,-28.06244E-03,+857.76690E-03
+4.85000E-03,+794.14876E-03,-53.79098E-03,+851.83730E-03
+4.90000E-03,+777.36484E-03,-71.07731E-03,+849.32474E-03
+4.95000E-03,+768.52067E-03,-75.29837E-03,+846.41011E-03
+5.00000E-03,+763.89755E-03,-75.29837E-03,+844.29961E-03
+5.05000E-03,+758.87248E-03,-77.81093E-03,+841.78705E-03
+5.10000E-03,+752.13876E-03,-77.81093E-03,+841.78705E-03
+5.15000E-03,+741.18393E-03,-77.81093E-03,+839.27449E-03
+5.20000E-03,+730.32971E-03,-77.81093E-03,+834.24936E-03
+5.25000E-03,+723.69660E-03,-77.81093E-03,+831.23423E-03
+5.30000E-03,+718.67147E-03,-77.81093E-03,+826.71167E-03
+5.35000E-03,+713.94780E-03,-77.81093E-03,+819.77689E-03
+5.40000E-03,+706.10866E-03,-77.81093E-03,+816.66142E-03
+5.45000E-03,+697.16388E-03,-77.81093E-03,+812.74177E-03
+5.50000E-03,+688.52072E-03,-77.81093E-03,+809.12374E-03
+5.55000E-03,+682.89253E-03,-77.81093E-03,+806.00810E-03
+5.60000E-03,+675.55579E-03,-77.81093E-03,+804.09861E-03
+5.65000E-03,+658.77187E-03,-80.12254E-03,+804.09861E-03
+5.70000E-03,+644.50051E-03,-80.32349E-03,+801.58605E-03
+5.75000E-03,+628.72156E-03,-80.32349E-03,+801.58605E-03
+5.80000E-03,+603.39498E-03,-82.83605E-03,+800.48046E-03
+5.85000E-03,+570.83212E-03,-82.83605E-03,+796.56092E-03
+5.90000E-03,+534.04814E-03,-82.83605E-03,+794.04836E-03
+5.95000E-03,+495.55562E-03,-82.83605E-03,+791.53580E-03
+6.00000E-03,+457.86713E-03,-82.83605E-03,+784.50056E-03
+6.05000E-03,+411.63603E-03,-82.83605E-03,+779.87745E-03
+6.10000E-03,+368.41994E-03,-84.14253E-03,+775.25433E-03
+6.15000E-03,+322.59097E-03,-82.83605E-03,+770.63122E-03
+6.20000E-03,+287.81704E-03,-82.83605E-03,+766.41017E-03
+6.25000E-03,+251.33463E-03,-82.83605E-03,+766.41011E-03
+6.30000E-03,+222.79186E-03,-82.83605E-03,+763.89760E-03
+6.35000E-03,+196.86238E-03,-82.83605E-03,+761.38504E-03
+6.40000E-03,+169.52558E-03,-81.52947E-03,+760.07845E-03
+6.45000E-03,+151.53569E-03,-81.93148E-03,+758.87248E-03
+6.50000E-03,+127.21408E-03,-80.32349E-03,+756.35992E-03
+6.55000E-03,+115.55585E-03,-82.73549E-03,+753.74679E-03
+6.60000E-03,+96.15880E-03,-80.32349E-03,+751.33479E-03
+6.65000E-03,+78.67142E-03,-81.02695E-03,+747.01313E-03
+6.70000E-03,+56.15875E-03,-81.73058E-03,+742.39001E-03
+6.75000E-03,+36.76188E-03,-82.83605E-03,+738.77198E-03
+6.80000E-03,+6.41006E-03,-80.92656E-03,+735.65634E-03
+6.85000E-03,-18.51474E-03,-82.83605E-03,+731.23429E-03
+6.90000E-03,-52.08246E-03,-82.83605E-03,+728.72173E-03
+6.95000E-03,-86.65527E-03,-82.83605E-03,+726.20916E-03
+7.00000E-03,-129.06744E-03,-82.83605E-03,+723.69660E-03
+7.05000E-03,-170.17297E-03,-82.83605E-03,+723.69660E-03
+7.10000E-03,-211.27850E-03,-82.83605E-03,+723.69660E-03
+7.15000E-03,-247.35890E-03,-82.83605E-03,+721.18404E-03
+7.20000E-03,-286.15275E-03,-82.83605E-03,+721.18404E-03
+7.25000E-03,-325.04728E-03,-82.83605E-03,+718.67147E-03
+7.30000E-03,-362.43416E-03,-82.83605E-03,+716.15891E-03
+7.35000E-03,-392.98698E-03,-82.83605E-03,+714.95282E-03
+7.40000E-03,-411.88146E-03,-82.03197E-03,+711.13379E-03
+7.45000E-03,-440.42411E-03,-82.83605E-03,+706.10866E-03
+7.50000E-03,-462.23321E-03,-80.32349E-03,+701.08354E-03
+7.55000E-03,-484.04220E-03,-80.32349E-03,+698.97292E-03
+7.60000E-03,-504.24333E-03,-80.32349E-03,+696.05841E-03
+7.65000E-03,-523.84114E-03,-80.32349E-03,+691.03328E-03
+7.70000E-03,-546.25338E-03,-80.32349E-03,+686.00816E-03
+7.75000E-03,-566.25326E-03,-80.32349E-03,+686.00816E-03
+7.80000E-03,-595.59999E-03,-80.32349E-03,+683.49560E-03
+7.85000E-03,-619.31870E-03,-80.32349E-03,+683.49560E-03
+7.90000E-03,-648.56487E-03,-80.32349E-03,+680.98303E-03
+7.95000E-03,-683.64019E-03,-82.83605E-03,+680.98303E-03
+8.00000E-03,-719.01714E-03,-82.83605E-03,+678.47047E-03
+8.05000E-03,-756.10262E-03,-82.83605E-03,+675.95791E-03
+8.10000E-03,-797.20815E-03,-82.83605E-03,+673.44534E-03
+8.15000E-03,-837.91179E-03,-82.83605E-03,+671.13372E-03
+8.20000E-03,-875.70074E-03,-82.83605E-03,+665.90766E-03
+8.25000E-03,-913.48968E-03,-82.83605E-03,+660.88253E-03
+8.30000E-03,-955.19817E-03,-82.83605E-03,+660.88253E-03
+8.35000E-03,-995.19810E-03,-82.83605E-03,+653.34484E-03
+8.40000E-03,-1.03158008E+00,-82.83605E-03,+650.83228E-03
+8.45000E-03,-1.05992166E+00,-82.83605E-03,+648.42016E-03
+8.50000E-03,-1.09188140E+00,-82.83605E-03,+645.80715E-03
+8.55000E-03,-1.12464515E+00,-82.83605E-03,+643.29459E-03
+8.60000E-03,-1.14796192E+00,-80.32349E-03,+643.29459E-03
+8.65000E-03,-1.16826318E+00,-80.32349E-03,+643.29459E-03
+8.70000E-03,-1.18374063E+00,-80.32349E-03,+640.78203E-03
+8.75000E-03,-1.19841400E+00,-80.32343E-03,+640.78203E-03
+8.80000E-03,-1.20554967E+00,-77.81093E-03,+638.26947E-03
+8.85000E-03,-1.20846418E+00,-78.61488E-03,+638.26947E-03
+8.90000E-03,-1.21479591E+00,-77.81093E-03,+635.75690E-03
+8.95000E-03,-1.23037386E+00,-80.32349E-03,+634.85232E-03
+9.00000E-03,-1.24665520E+00,-80.32349E-03,+630.73178E-03
+9.05000E-03,-1.26655483E+00,-80.42406E-03,+625.80722E-03
+9.10000E-03,-1.29077587E+00,-82.53461E-03,+623.19409E-03
+9.15000E-03,-1.32193171E+00,-82.83605E-03,+620.68153E-03
+9.20000E-03,-1.35479610E+00,-82.83605E-03,+615.65640E-03
+9.25000E-03,-1.38936903E+00,-82.83605E-03,+610.63127E-03
+9.30000E-03,-1.42755998E+00,-82.83605E-03,+608.11871E-03
+9.35000E-03,-1.46052474E+00,-82.83605E-03,+607.91764E-03
+9.40000E-03,-1.49680609E+00,-82.83605E-03,+605.60615E-03
+9.45000E-03,-1.52946927E+00,-82.83605E-03,+603.09359E-03
+9.50000E-03,-1.56474578E+00,-81.32845E-03,+603.09359E-03
+9.55000E-03,-1.58615282E+00,-80.32349E-03,+600.58102E-03
+9.60000E-03,-1.60866525E+00,-82.83605E-03,+598.06846E-03
+9.65000E-03,-1.62615275E+00,-80.32349E-03,+595.55590E-03
+9.70000E-03,-1.64303711E+00,-80.32349E-03,+593.14377E-03
+9.75000E-03,-1.65017279E+00,-78.31337E-03,+590.53077E-03
+9.80000E-03,-1.65318780E+00,-77.81093E-03,+588.92267E-03
+9.85000E-03,-1.65690646E+00,-77.81093E-03,+585.50565E-03
+9.90000E-03,-1.66404213E+00,-77.81093E-03,+582.99308E-03
+9.95000E-03,-1.67409245E+00,-77.81093E-03,+580.48052E-03
+10.00000E-03,-1.68585111E+00,-77.81093E-03,+577.96789E-03
+10.05000E-03,-1.69298686E+00,-79.92155E-03,+573.34478E-03
+10.10000E-03,-1.70685627E+00,-80.32349E-03,+570.43027E-03
+10.15000E-03,-1.72615276E+00,-80.32349E-03,+566.61111E-03
+10.20000E-03,-1.73449440E+00,-80.32349E-03,+565.40514E-03
+10.25000E-03,-1.76022318E+00,-80.32349E-03,+565.40514E-03
+10.30000E-03,-1.78414277E+00,-80.32349E-03,+562.89258E-03
+10.35000E-03,-1.80866525E+00,-80.62493E-03,+562.89258E-03
+10.40000E-03,-1.83630365E+00,-82.83605E-03,+562.89258E-03
+10.45000E-03,-1.85449446E+00,-82.83605E-03,+560.38002E-03
+10.50000E-03,-1.88132864E+00,-82.83605E-03,+560.38002E-03
+10.55000E-03,-1.89871564E+00,-80.32349E-03,+560.38002E-03
+10.60000E-03,-1.92243416E+00,-80.32349E-03,+557.86746E-03
+10.65000E-03,-1.93188133E+00,-80.32349E-03,+557.86746E-03
+10.70000E-03,-1.94152957E+00,-80.32349E-03,+555.35489E-03
+10.75000E-03,-1.95369038E+00,-80.32349E-03,+552.84233E-03
+10.80000E-03,-1.95972046E+00,-78.91653E-03,+549.22417E-03
+10.85000E-03,-1.96474558E+00,-77.10734E-03,+545.30464E-03
+10.90000E-03,-1.96695657E+00,-75.29837E-03,+545.00306E-03
+10.95000E-03,-1.96233345E+00,-75.29837E-03,+537.86739E-03
+11.00000E-03,-1.96223302E+00,-70.77568E-03,+537.76695E-03
+11.05000E-03,-1.95881600E+00,-68.66513E-03,+532.74183E-03
+11.10000E-03,-1.95720789E+00,-67.76068E-03,+530.22927E-03
+11.15000E-03,-1.95389124E+00,-67.76068E-03,+527.71670E-03
+11.20000E-03,-1.95680581E+00,-68.16276E-03,+525.20414E-03
+11.25000E-03,-1.95720789E+00,-70.27324E-03,+525.20414E-03
+11.30000E-03,-1.95720789E+00,-70.27324E-03,+522.69158E-03
+11.35000E-03,-1.96142907E+00,-70.27324E-03,+522.69158E-03
+11.40000E-03,-1.96223302E+00,-70.27324E-03,+522.69158E-03
+11.45000E-03,-1.96223302E+00,-71.88121E-03,+520.17901E-03
+11.50000E-03,-1.96474558E+00,-72.78580E-03,+520.17901E-03
+11.55000E-03,-1.96725814E+00,-72.78580E-03,+520.07844E-03
+11.60000E-03,-1.96725814E+00,-72.78580E-03,+517.66645E-03
+11.65000E-03,-1.96977071E+00,-72.78580E-03,+515.15389E-03
+11.70000E-03,-1.96977071E+00,-72.78580E-03,+512.64133E-03
+11.75000E-03,-1.97127817E+00,-72.78580E-03,+511.63623E-03
+11.80000E-03,-1.97228327E+00,-72.78580E-03,+510.12876E-03
+11.85000E-03,-1.97228327E+00,-72.78580E-03,+507.61620E-03
