x-axis,1,2,3
+11.90000E-03,-1.97228327E+00,-72.78580E-03,+505.10364E-03
+11.95000E-03,-1.97479583E+00,-72.78580E-03,+500.68145E-03
+12.00000E-03,-1.97580078E+00,-72.78580E-03,+497.56595E-03
+12.05000E-03,-1.97620279E+00,-72.78580E-03,+495.05339E-03
+12.10000E-03,-1.97730840E+00,-72.78580E-03,+492.54082E-03
+12.15000E-03,-1.97730840E+00,-70.27324E-03,+490.02826E-03
+12.20000E-03,-1.97972053E+00,-70.27324E-03,+490.02826E-03
+12.25000E-03,-1.97982096E+00,-70.27324E-03,+487.51570E-03
+12.30000E-03,-1.97982096E+00,-69.36879E-03,+485.00314E-03
+12.35000E-03,-1.97851450E+00,-67.76068E-03,+483.79703E-03
+12.40000E-03,-1.97982096E+00,-68.56477E-03,+482.49057E-03
+12.45000E-03,-1.97941887E+00,-69.87116E-03,+482.49057E-03
+12.50000E-03,-1.97730840E+00,-65.24811E-03,+482.49057E-03
+12.55000E-03,-1.97730840E+00,-65.65005E-03,+479.97801E-03
+12.60000E-03,-1.97650445E+00,-65.24811E-03,+479.97801E-03
+12.65000E-03,-1.97479583E+00,-63.94151E-03,+479.97801E-03
+12.70000E-03,-1.97479583E+00,-62.73555E-03,+477.46545E-03
+12.75000E-03,-1.97479583E+00,-62.23296E-03,+477.46545E-03
+12.80000E-03,-1.97479583E+00,-60.12241E-03,+474.95288E-03
+12.85000E-03,-1.97479583E+00,-60.22299E-03,+474.95288E-03
+12.90000E-03,-1.97228327E+00,-57.71043E-03,+472.44032E-03
