x-axis,1
second,Volt
-1.698125000000e-007,-2.05025e+000
-1.690000000000e-007,-2.07035e+000
-1.681875000000e-007,-2.09045e+000
-1.673750000000e-007,-2.05025e+000
-1.665625000000e-007,-2.05025e+000
-1.657500000000e-007,-2.05025e+000
-1.649375000000e-007,-2.03015e+000
-1.641250000000e-007,-2.01005e+000
-1.633125000000e-007,-2.05025e+000
-1.625000000000e-007,-2.05025e+000
-1.616875000000e-007,-2.05025e+000
-1.608750000000e-007,-2.07538e+000
-1.600625000000e-007,-2.09045e+000
-1.592500000000e-007,-2.09045e+000
-1.584375000000e-007,-2.05025e+000
-1.576250000000e-007,-2.05025e+000
-1.568125000000e-007,-2.01005e+000
-1.560000000000e-007,-2.03015e+000
-1.551875000000e-007,-2.05025e+000
-1.543750000000e-007,-2.05025e+000
-1.535625000000e-007,-2.01005e+000
-1.527500000000e-007,-2.05025e+000
-1.519375000000e-007,-2.05025e+000
-1.511250000000e-007,-2.05025e+000
-1.503125000000e-007,-2.09045e+000
-1.495000000000e-007,-2.05025e+000
-1.486875000000e-007,-2.05025e+000
-1.478750000000e-007,-2.07538e+000
-1.470625000000e-007,-2.09045e+000
-1.462500000000e-007,-2.05025e+000
-1.454375000000e-007,-1.96985e+000
-1.446250000000e-007,-2.05025e+000
-1.438125000000e-007,-2.05025e+000
-1.430000000000e-007,-2.05025e+000
-1.421875000000e-007,-2.05025e+000
-1.413750000000e-007,-2.09045e+000
-1.405625000000e-007,-2.01005e+000
-1.397500000000e-007,-1.96985e+000
-1.389375000000e-007,-1.88693e+000
-1.381250000000e-007,-1.80905e+000
-1.373125000000e-007,-1.60804e+000
-1.365000000000e-007,-1.40704e+000
-1.356875000000e-007,-1.16583e+000
-1.348750000000e-007,-1.02764e+000
-1.340625000000e-007,-9.24623e-001
-1.332500000000e-007,-6.83417e-001
-1.324375000000e-007,-4.82412e-001
-1.316250000000e-007,-2.81407e-001
-1.308125000000e-007,-1.60804e-001
-1.300000000000e-007,-8.79397e-002
-1.291875000000e-007, 0.00000e+000
-1.283750000000e-007, 4.02010e-002
-1.275625000000e-007, 4.02010e-002
-1.267500000000e-007, 4.02010e-002
-1.259375000000e-007, 1.75879e-002
-1.251250000000e-007, 0.00000e+000
-1.243125000000e-007, 0.00000e+000
-1.235000000000e-007,-4.02010e-002
-1.226875000000e-007,-4.02010e-002
-1.218750000000e-007,-1.75879e-002
-1.210625000000e-007, 0.00000e+000
-1.202500000000e-007, 4.02010e-002
-1.194375000000e-007, 0.00000e+000
-1.186250000000e-007, 0.00000e+000
-1.178125000000e-007, 0.00000e+000
-1.170000000000e-007, 0.00000e+000
-1.161875000000e-007, 0.00000e+000
-1.153750000000e-007,-4.02010e-002
-1.145625000000e-007,-4.02010e-002
-1.137500000000e-007,-4.02010e-002
-1.129375000000e-007,-4.02010e-002
-1.121250000000e-007,-4.02010e-002
-1.113125000000e-007,-4.02010e-002
-1.105000000000e-007,-4.02010e-002
-1.096875000000e-007, 0.00000e+000
-1.088750000000e-007, 0.00000e+000
-1.080625000000e-007, 0.00000e+000
-1.072500000000e-007,-4.02010e-002
-1.064375000000e-007,-4.02010e-002
-1.056250000000e-007,-4.02010e-002
-1.048125000000e-007, 0.00000e+000
-1.040000000000e-007, 0.00000e+000
-1.031875000000e-007, 0.00000e+000
-1.023750000000e-007, 0.00000e+000
-1.015625000000e-007, 0.00000e+000
-1.007500000000e-007, 4.02010e-002
-9.993750000000e-008,-2.51256e-003
-9.912500000000e-008,-4.02010e-002
-9.831250000000e-008, 0.00000e+000
-9.750000000000e-008, 4.02010e-002
-9.668750000000e-008, 0.00000e+000
-9.587500000000e-008,-2.51256e-002
-9.506250000000e-008,-4.02010e-002
-9.425000000000e-008, 0.00000e+000
-9.343750000000e-008, 0.00000e+000
-9.262500000000e-008, 4.02010e-002
-9.181250000000e-008,-4.02010e-002
-9.100000000000e-008,-2.26131e-002
-9.018750000000e-008, 0.00000e+000
-8.937500000000e-008, 0.00000e+000
-8.856250000000e-008, 0.00000e+000
-8.775000000000e-008,-4.02010e-002
-8.693750000000e-008,-4.02010e-002
-8.612500000000e-008,-4.02010e-002
-8.531250000000e-008, 0.00000e+000
-8.450000000000e-008, 4.02010e-002
-8.368750000000e-008,-4.02010e-002
-8.287500000000e-008,-4.02010e-002
-8.206250000000e-008,-4.02010e-002
-8.125000000000e-008, 0.00000e+000
-8.043750000000e-008, 0.00000e+000
-7.962500000000e-008,-4.02010e-002
-7.881250000000e-008, 0.00000e+000
-7.800000000000e-008, 0.00000e+000
-7.718750000000e-008, 0.00000e+000
-7.637500000000e-008, 4.02010e-002
-7.556250000000e-008, 0.00000e+000
-7.475000000000e-008,-4.02010e-002
-7.393750000000e-008,-2.01005e-002
-7.312500000000e-008, 0.00000e+000
-7.231250000000e-008, 0.00000e+000
-7.150000000000e-008,-4.02010e-002
-7.068750000000e-008, 0.00000e+000
-6.987500000000e-008, 0.00000e+000
-6.906250000000e-008, 0.00000e+000
-6.825000000000e-008, 4.02010e-002
-6.743750000000e-008,-4.02010e-002
-6.662500000000e-008, 0.00000e+000
-6.581250000000e-008, 4.02010e-002
-6.500000000000e-008, 2.01005e-002
-6.418750000000e-008, 0.00000e+000
-6.337500000000e-008,-4.02010e-002
-6.256250000000e-008,-4.02010e-002
-6.175000000000e-008, 0.00000e+000
-6.093750000000e-008, 2.01005e-002
-6.012500000000e-008, 4.02010e-002
-5.931250000000e-008,-4.02010e-002
-5.850000000000e-008, 0.00000e+000
-5.768750000000e-008, 0.00000e+000
-5.687500000000e-008,-2.51256e-002
-5.606250000000e-008,-4.02010e-002
-5.525000000000e-008,-4.02010e-002
-5.443750000000e-008,-4.02010e-002
-5.362500000000e-008, 0.00000e+000
-5.281250000000e-008, 4.02010e-002
-5.200000000000e-008, 2.51256e-003
-5.118750000000e-008,-4.02010e-002
-5.037500000000e-008,-4.02010e-002
-4.956250000000e-008, 0.00000e+000
-4.875000000000e-008, 0.00000e+000
-4.793750000000e-008,-2.26131e-002
-4.712500000000e-008,-4.02010e-002
-4.631250000000e-008,-4.02010e-002
-4.550000000000e-008,-4.02010e-002
-4.468750000000e-008, 0.00000e+000
-4.387500000000e-008,-2.51256e-002
-4.306250000000e-008,-4.02010e-002
-4.225000000000e-008, 0.00000e+000
-4.143750000000e-008, 4.02010e-002
-4.062500000000e-008, 0.00000e+000
-3.981250000000e-008,-1.20603e-001
-3.900000000000e-008,-1.75879e-001
