x-axis,1,F1
second,Volt,
-610.000E-09,-515.172377470E-03,+1.000012253132E+00
-607.700E-09,-516.249560083E-03,+1.000012253132E+00
-605.400E-09,-515.788738889E-03,+1.000012253132E+00
-603.100E-09,-516.356993124E-03,+1.000012253132E+00
-600.800E-09,-516.095160740E-03,+1.000012253132E+00
-598.500E-09,-515.808609248E-03,+1.000012253132E+00
-596.200E-09,-515.914426040E-03,+1.000012253132E+00
-593.900E-09,-515.637381897E-03,+1.000012253132E+00
-591.600E-09,-517.204097898E-03,+1.000012253132E+00
-589.300E-09,-514.996016151E-03,+1.000012253132E+00
-587.000E-09,-516.797753812E-03,+1.000012253132E+00
-584.700E-09,-515.297399106E-03,+1.000012253132E+00
-582.400E-09,-516.530407165E-03,+1.000012253132E+00
-580.100E-09,-517.083639789E-03,+1.000012253132E+00
-577.800E-09,-515.474616087E-03,+1.000012253132E+00
-575.500E-09,-516.568341487E-03,+1.000012253132E+00
-573.200E-09,-516.389508257E-03,+1.000012253132E+00
-570.900E-09,-516.352809891E-03,+1.000012253132E+00
-568.600E-09,-515.834469237E-03,+1.000012253132E+00
-566.300E-09,-515.920795964E-03,+1.000012253132E+00
-564.000E-09,-516.694694152E-03,+1.000012253132E+00
-561.700E-09,-516.455204037E-03,+1.000012253132E+00
-559.400E-09,-516.797943959E-03,+1.000012253132E+00
-557.100E-09,-515.841409601E-03,+1.000012253132E+00
-554.800E-09,-516.731867886E-03,+1.000012253132E+00
-552.500E-09,-516.212291276E-03,+1.000012253132E+00
-550.200E-09,-515.742247954E-03,+1.000012253132E+00
-547.900E-09,-515.882671495E-03,+1.000012253132E+00
-545.600E-09,-514.401616707E-03,+1.000012253132E+00
-543.300E-09,-515.386673111E-03,+1.000012253132E+00
-541.000E-09,-515.695661945E-03,+1.000012253132E+00
-538.700E-09,-516.427252432E-03,+1.000012253132E+00
-536.400E-09,-516.132999988E-03,+1.000012253132E+00
-534.100E-09,-515.886189214E-03,+1.000012253132E+00
-531.800E-09,-516.847001879E-03,+1.000012253132E+00
-529.500E-09,-517.207995911E-03,+1.000012253132E+00
-527.200E-09,-515.868505545E-03,+1.000012253132E+00
-524.900E-09,-515.368323928E-03,+1.000012253132E+00
-522.600E-09,-516.256500448E-03,+1.000012253132E+00
-520.300E-09,-515.890182301E-03,+1.000012253132E+00
-518.000E-09,-516.085558317E-03,+1.000012253132E+00
-515.700E-09,-515.804235868E-03,+1.000012253132E+00
-513.400E-09,-518.052153407E-03,+1.000012253132E+00
-511.100E-09,-516.094210005E-03,+1.000012253132E+00
-508.800E-09,-515.997425194E-03,+1.000012253132E+00
-506.500E-09,-516.102861692E-03,+1.000012253132E+00
-504.200E-09,-515.578246188E-03,+1.000012253132E+00
-501.900E-09,-516.825705418E-03,+1.000012253132E+00
-499.600E-09,-516.507969822E-03,+1.000012253132E+00
-497.300E-09,-516.497226518E-03,+1.000012253132E+00
-495.000E-09,-515.558375829E-03,+1.000012253132E+00
-492.700E-09,-516.036785618E-03,+1.000012253132E+00
-490.400E-09,-516.532308635E-03,+1.000012253132E+00
-488.100E-09,-516.045912673E-03,+1.000012253132E+00
-485.800E-09,-517.039240471E-03,+1.000012253132E+00
-483.500E-09,-516.239672441E-03,+1.000012253132E+00
-481.200E-09,-516.115316319E-03,+1.000012253132E+00
-478.900E-09,-515.993051814E-03,+1.000012253132E+00
-476.600E-09,-515.197667018E-03,+1.000012253132E+00
-474.300E-09,-517.055117743E-03,+1.000012253132E+00
-472.000E-09,-515.799006826E-03,+1.000012253132E+00
-469.700E-09,-515.469767339E-03,+1.000012253132E+00
-467.400E-09,-515.843596292E-03,+1.000012253132E+00
-465.100E-09,-516.593535961E-03,+1.000012253132E+00
-462.800E-09,-516.073674131E-03,+1.000012253132E+00
-460.500E-09,-516.609698454E-03,+1.000012253132E+00
-458.200E-09,-516.081280010E-03,+1.000012253132E+00
-455.900E-09,-515.648220275E-03,+1.000012253132E+00
-453.600E-09,-516.013587687E-03,+1.000012253132E+00
-451.300E-09,-516.071012074E-03,+1.000012253132E+00
-449.000E-09,-517.024789301E-03,+1.000012253132E+00
-446.700E-09,-516.326284388E-03,+1.000012253132E+00
-444.400E-09,-517.196967386E-03,+1.000012253132E+00
-442.100E-09,-516.152680200E-03,+1.000012253132E+00
-439.800E-09,-516.236915310E-03,+1.000012253132E+00
-437.500E-09,-516.023475330E-03,+1.000012253132E+00
-435.200E-09,-516.600571399E-03,+1.000012253132E+00
-432.900E-09,-515.962723372E-03,+1.000012253132E+00
-430.600E-09,-514.862913268E-03,+1.000012253132E+00
-428.300E-09,-517.690969228E-03,+1.000012253132E+00
-426.000E-09,-516.453587788E-03,+1.000012253132E+00
-423.700E-09,-516.695835034E-03,+1.000012253132E+00
-421.400E-09,-516.266483164E-03,+1.000012253132E+00
-419.100E-09,-516.225791711E-03,+1.000012253132E+00
-416.800E-09,-515.767632575E-03,+1.000012253132E+00
-414.500E-09,-515.497338650E-03,+1.000012253132E+00
-412.200E-09,-516.853466876E-03,+1.000012253132E+00
-409.900E-09,-515.860994740E-03,+1.000012253132E+00
-407.600E-09,-516.082801186E-03,+1.000012253132E+00
-405.300E-09,-515.750234127E-03,+1.000012253132E+00
-403.000E-09,-515.420709419E-03,+1.000012253132E+00
-400.700E-09,-517.188030479E-03,+1.000012253132E+00
-398.400E-09,-514.884685097E-03,+1.000012253132E+00
-396.100E-09,-515.826102770E-03,+1.000012253132E+00
-393.800E-09,-515.929732871E-03,+1.000012253132E+00
-391.500E-09,-516.547710540E-03,+1.000012253132E+00
-389.200E-09,-516.462714842E-03,+1.000012253132E+00
-386.900E-09,-515.360432828E-03,+1.000012253132E+00
-384.600E-09,-515.200138928E-03,+1.000012253132E+00
-382.300E-09,-516.162472769E-03,+1.000012253132E+00
-380.000E-09,-516.276560954E-03,+1.000012253132E+00
-377.700E-09,-516.281599849E-03,+1.000012253132E+00
-375.400E-09,-516.725973329E-03,+1.000012253132E+00
-373.100E-09,-516.928765078E-03,+1.000012253132E+00
-370.800E-09,-517.046561129E-03,+1.000012253132E+00
-368.500E-09,-515.999041444E-03,+1.000012253132E+00
-366.200E-09,-515.926120079E-03,+1.000012253132E+00
-363.900E-09,-517.254391773E-03,+1.000012253132E+00
-361.600E-09,-515.918228979E-03,+1.000012253132E+00
-359.300E-09,-516.358229080E-03,+1.000012253132E+00
-357.000E-09,-515.524434594E-03,+1.000012253132E+00
-354.700E-09,-516.845480703E-03,+1.000012253132E+00
-352.400E-09,-516.459006976E-03,+1.000012253132E+00
-350.100E-09,-515.794538372E-03,+1.000012253132E+00
-347.800E-09,-517.393389212E-03,+1.000012253132E+00
-345.500E-09,-516.757918021E-03,+1.000012253132E+00
-343.200E-09,-516.799084841E-03,+1.000012253132E+00
-340.900E-09,-515.677407836E-03,+1.000012253132E+00
-338.600E-09,-516.496941298E-03,+1.000012253132E+00
-336.300E-09,-516.091738094E-03,+1.000012253132E+00
-334.000E-09,-516.556362228E-03,+1.000012253132E+00
-331.700E-09,-516.020147758E-03,+1.000012253132E+00
-329.400E-09,-516.423639639E-03,+1.000012253132E+00
-327.100E-09,-515.487831301E-03,+1.000012253132E+00
-324.800E-09,-515.657537477E-03,+1.000012253132E+00
-322.500E-09,-516.812585276E-03,+1.000012253132E+00
-320.200E-09,-516.879612085E-03,+1.000012253132E+00
-317.900E-09,-516.330942989E-03,+1.000012253132E+00
-315.600E-09,-516.630804768E-03,+1.000012253132E+00
-313.300E-09,-517.059396050E-03,+1.000012253132E+00
-311.000E-09,-515.823535786E-03,+1.000012253132E+00
-308.700E-09,-517.429897431E-03,+1.000012253132E+00
-306.400E-09,-515.819257479E-03,+1.000012253132E+00
-304.100E-09,-516.590873904E-03,+1.000012253132E+00
-301.800E-09,-516.100389781E-03,+1.000012253132E+00
-299.500E-09,-516.246137438E-03,+1.000012253132E+00
-297.200E-09,-516.715039878E-03,+1.000012253132E+00
-294.900E-09,-516.283311171E-03,+1.000012253132E+00
-292.600E-09,-517.290519698E-03,+1.000012253132E+00
-290.300E-09,-515.804806309E-03,+1.000012253132E+00
-288.000E-09,-516.177874674E-03,+1.000012253132E+00
-285.700E-09,-516.575091705E-03,+1.000012253132E+00
-283.400E-09,-515.444858085E-03,+1.000012253132E+00
-281.100E-09,-517.570986486E-03,+1.000012253132E+00
-278.800E-09,-516.668073575E-03,+1.000012253132E+00
-276.500E-09,-516.686042465E-03,+1.000012253132E+00
-274.200E-09,-515.838367250E-03,+1.000012253132E+00
-271.900E-09,-516.478877335E-03,+1.000012253132E+00
-269.600E-09,-516.831790121E-03,+1.000012253132E+00
-267.300E-09,-516.859551579E-03,+1.000012253132E+00
-265.000E-09,-517.338151515E-03,+1.000012253132E+00
-262.700E-09,-515.760406990E-03,+1.000012253132E+00
-260.400E-09,-516.931997577E-03,+1.000012253132E+00
-258.100E-09,-516.141461528E-03,+1.000012253132E+00
-255.800E-09,-517.143726233E-03,+1.000012253132E+00
-253.500E-09,-516.853561950E-03,+1.000012253132E+00
-251.200E-09,-517.734703032E-03,+1.000012253132E+00
-248.900E-09,-516.542766719E-03,+1.000012253132E+00
-246.600E-09,-516.518237759E-03,+1.000012253132E+00
-244.300E-09,-517.050078848E-03,+1.000012253132E+00
-242.000E-09,-516.092593755E-03,+1.000012253132E+00
-239.700E-09,-516.996077107E-03,+1.000012253132E+00
-237.400E-09,-516.636889471E-03,+1.000012253132E+00
-235.100E-09,-516.411375159E-03,+1.000012253132E+00
-232.800E-09,-516.241668984E-03,+1.000012253132E+00
-230.500E-09,-516.188903198E-03,+1.000012253132E+00
-228.200E-09,-516.232922223E-03,+1.000012253132E+00
-225.900E-09,-515.506370632E-03,+1.000012253132E+00
-223.600E-09,-516.578229130E-03,+1.000012253132E+00
-221.300E-09,-516.027183196E-03,+1.000012253132E+00
-219.000E-09,-516.342637028E-03,+1.000012253132E+00
-216.700E-09,-515.809274763E-03,+1.000012253132E+00
-214.400E-09,-515.831521959E-03,+1.000012253132E+00
-212.100E-09,-517.232239650E-03,+1.000012253132E+00
-209.800E-09,-515.794063005E-03,+1.000012253132E+00
-207.500E-09,-516.885696788E-03,+1.000012253132E+00
-205.200E-09,-515.219248699E-03,+1.000012253132E+00
-202.900E-09,-516.499032915E-03,+1.000012253132E+00
-200.600E-09,-517.501392693E-03,+1.000012253132E+00
-198.300E-09,-515.793682711E-03,+1.000012253132E+00
-196.000E-09,-516.630804768E-03,+1.000012253132E+00
-193.700E-09,-517.547218114E-03,+1.000012253132E+00
-191.400E-09,-517.270364119E-03,+1.000012253132E+00
-189.100E-09,-516.482490128E-03,+1.000012253132E+00
-186.800E-09,-517.135454840E-03,+1.000012253132E+00
-184.500E-09,-516.207442528E-03,+1.000012253132E+00
-182.200E-09,-516.826751226E-03,+1.000012253132E+00
-179.900E-09,-516.188903198E-03,+1.000012253132E+00
-177.600E-09,-517.764841327E-03,+1.000012253132E+00
-175.300E-09,-516.700493635E-03,+1.000012253132E+00
-173.000E-09,-517.694106653E-03,+1.000012253132E+00
-170.700E-09,-517.484089319E-03,+1.000012253132E+00
-168.400E-09,-516.169222986E-03,+1.000012253132E+00
-166.100E-09,-516.754590449E-03,+1.000012253132E+00
