x-axis,1,F1
second,Volt,
-8.08000E-06,+1.16648045156E+00,+1.00001225313E+00
-8.07000E-06,+1.17389907737E+00,+1.00001225313E+00
-8.06000E-06,+1.17924963757E+00,+1.00001225313E+00
-8.05000E-06,+1.18584765557E+00,+1.00001225313E+00
-8.04000E-06,+1.19188446833E+00,+1.00001225313E+00
-8.03000E-06,+1.19734582115E+00,+1.00001225313E+00
-8.02000E-06,+1.20330165668E+00,+1.00001225313E+00
-8.01000E-06,+1.20975839390E+00,+1.00001225313E+00
-8.00000E-06,+1.21571439564E+00,+1.00001225313E+00
-7.99000E-06,+1.22327070887E+00,+1.00001225313E+00
-7.98000E-06,+1.22852150189E+00,+1.00001225313E+00
-7.97000E-06,+1.23474388715E+00,+1.00001225313E+00
-7.96000E-06,+1.23987238721E+00,+1.00001225313E+00
-7.95000E-06,+1.24598750989E+00,+1.00001225313E+00
-7.94000E-06,+1.25160302892E+00,+1.00001225313E+00
-7.93000E-06,+1.25678189934E+00,+1.00001225313E+00
-7.92000E-06,+1.26345206155E+00,+1.00001225313E+00
-7.91000E-06,+1.26948538385E+00,+1.00001225313E+00
-7.90000E-06,+1.27548604931E+00,+1.00001225313E+00
-7.89000E-06,+1.28194054662E+00,+1.00001225313E+00
-7.88000E-06,+1.28815162942E+00,+1.00001225313E+00
-7.87000E-06,+1.29442157525E+00,+1.00001225313E+00
-7.86000E-06,+1.30043439007E+00,+1.00001225313E+00
-7.85000E-06,+1.30690437681E+00,+1.00001225313E+00
-7.84000E-06,+1.31234892632E+00,+1.00001225313E+00
-7.83000E-06,+1.31857976468E+00,+1.00001225313E+00
-7.82000E-06,+1.32367764204E+00,+1.00001225313E+00
-7.81000E-06,+1.33022543215E+00,+1.00001225313E+00
-7.80000E-06,+1.33640164986E+00,+1.00001225313E+00
-7.79000E-06,+1.34315673092E+00,+1.00001225313E+00
-7.78000E-06,+1.34903386079E+00,+1.00001225313E+00
-7.77000E-06,+1.35463677932E+00,+1.00001225313E+00
-7.76000E-06,+1.36138123068E+00,+1.00001225313E+00
-7.75000E-06,+1.36701926757E+00,+1.00001225313E+00
-7.74000E-06,+1.37261173845E+00,+1.00001225313E+00
-7.73000E-06,+1.37850645521E+00,+1.00001225313E+00
-7.72000E-06,+1.38432231592E+00,+1.00001225313E+00
-7.71000E-06,+1.38936874649E+00,+1.00001225313E+00
-7.70000E-06,+1.39567113545E+00,+1.00001225313E+00
-7.69000E-06,+1.39859480061E+00,+1.00001225313E+00
-7.68000E-06,+1.39884527520E+00,+1.00001225313E+00
-7.67000E-06,+1.39899347359E+00,+1.00001225313E+00
-7.66000E-06,+1.39860174988E+00,+1.00001225313E+00
-7.65000E-06,+1.39910250119E+00,+1.00001225313E+00
-7.64000E-06,+1.39817403718E+00,+1.00001225313E+00
-7.63000E-06,+1.39823969118E+00,+1.00001225313E+00
-7.62000E-06,+1.39829335413E+00,+1.00001225313E+00
-7.61000E-06,+1.39934938242E+00,+1.00001225313E+00
-7.60000E-06,+1.39788344201E+00,+1.00001225313E+00
-7.59000E-06,+1.39842675959E+00,+1.00001225313E+00
-7.58000E-06,+1.39875383448E+00,+1.00001225313E+00
-7.57000E-06,+1.39849415488E+00,+1.00001225313E+00
-7.56000E-06,+1.39750158817E+00,+1.00001225313E+00
-7.55000E-06,+1.39871608046E+00,+1.00001225313E+00
-7.54000E-06,+1.39789999996E+00,+1.00001225313E+00
-7.53000E-06,+1.39695357706E+00,+1.00001225313E+00
-7.52000E-06,+1.39726137128E+00,+1.00001225313E+00
-7.51000E-06,+1.39704331608E+00,+1.00001225313E+00
-7.50000E-06,+1.39708156874E+00,+1.00001225313E+00
-7.49000E-06,+1.39656565251E+00,+1.00001225313E+00
-7.48000E-06,+1.39614313197E+00,+1.00001225313E+00
-7.47000E-06,+1.39675701870E+00,+1.00001225313E+00
-7.46000E-06,+1.39672839846E+00,+1.00001225313E+00
-7.45000E-06,+1.39594784790E+00,+1.00001225313E+00
-7.44000E-06,+1.39601190310E+00,+1.00001225313E+00
-7.43000E-06,+1.39507859518E+00,+1.00001225313E+00
-7.42000E-06,+1.39199658474E+00,+1.00001225313E+00
-7.41000E-06,+1.38853231681E+00,+1.00001225313E+00
-7.40000E-06,+1.38388548526E+00,+1.00001225313E+00
-7.39000E-06,+1.37983842028E+00,+1.00001225313E+00
-7.38000E-06,+1.37412260377E+00,+1.00001225313E+00
-7.37000E-06,+1.36812359252E+00,+1.00001225313E+00
-7.36000E-06,+1.36158859287E+00,+1.00001225313E+00
-7.35000E-06,+1.35645507477E+00,+1.00001225313E+00
-7.34000E-06,+1.35107825297E+00,+1.00001225313E+00
-7.33000E-06,+1.34557064554E+00,+1.00001225313E+00
-7.32000E-06,+1.33987226553E+00,+1.00001225313E+00
-7.31000E-06,+1.33381097201E+00,+1.00001225313E+00
-7.30000E-06,+1.32776079891E+00,+1.00001225313E+00
-7.29000E-06,+1.32153114778E+00,+1.00001225313E+00
-7.28000E-06,+1.31548031775E+00,+1.00001225313E+00
-7.27000E-06,+1.30934532870E+00,+1.00001225313E+00
-7.26000E-06,+1.30386934125E+00,+1.00001225313E+00
-7.25000E-06,+1.29818829485E+00,+1.00001225313E+00
-7.24000E-06,+1.29205381235E+00,+1.00001225313E+00
-7.23000E-06,+1.28595763000E+00,+1.00001225313E+00
-7.22000E-06,+1.28051835972E+00,+1.00001225313E+00
-7.21000E-06,+1.27423142062E+00,+1.00001225313E+00
-7.20000E-06,+1.26783929264E+00,+1.00001225313E+00
-7.19000E-06,+1.26255743369E+00,+1.00001225313E+00
-7.18000E-06,+1.25533883296E+00,+1.00001225313E+00
-7.17000E-06,+1.24982248749E+00,+1.00001225313E+00
-7.16000E-06,+1.24464454312E+00,+1.00001225313E+00
-7.15000E-06,+1.23972882694E+00,+1.00001225313E+00
-7.14000E-06,+1.23331391991E+00,+1.00001225313E+00
-7.13000E-06,+1.22641881655E+00,+1.00001225313E+00
-7.12000E-06,+1.21945308862E+00,+1.00001225313E+00
-7.11000E-06,+1.21363363455E+00,+1.00001225313E+00
-7.10000E-06,+1.20855793471E+00,+1.00001225313E+00
-7.09000E-06,+1.20205093795E+00,+1.00001225313E+00
-7.08000E-06,+1.19611660717E+00,+1.00001225313E+00
-7.07000E-06,+1.19068620157E+00,+1.00001225313E+00
-7.06000E-06,+1.18371938139E+00,+1.00001225313E+00
-7.05000E-06,+1.17741529072E+00,+1.00001225313E+00
-7.04000E-06,+1.17141048577E+00,+1.00001225313E+00
-7.03000E-06,+1.16502680298E+00,+1.00001225313E+00
-7.02000E-06,+1.15979827455E+00,+1.00001225313E+00
-7.01000E-06,+1.15367496787E+00,+1.00001225313E+00
-7.00000E-06,+1.14836045208E+00,+1.00001225313E+00
-6.99000E-06,+1.14259616479E+00,+1.00001225313E+00
-6.98000E-06,+1.13619971528E+00,+1.00001225313E+00
-6.97000E-06,+1.13062089759E+00,+1.00001225313E+00
-6.96000E-06,+1.12461526949E+00,+1.00001225313E+00
-6.95000E-06,+1.11822717019E+00,+1.00001225313E+00
-6.94000E-06,+1.11343700790E+00,+1.00001225313E+00
-6.93000E-06,+1.10736927167E+00,+1.00001225313E+00
-6.92000E-06,+1.09946151361E+00,+1.00001225313E+00
-6.91000E-06,+1.09377537002E+00,+1.00001225313E+00
-6.90000E-06,+1.08845436402E+00,+1.00001225313E+00
-6.89000E-06,+1.08252403026E+00,+1.00001225313E+00
-6.88000E-06,+1.07563260731E+00,+1.00001225313E+00
-6.87000E-06,+1.07003067023E+00,+1.00001225313E+00
-6.86000E-06,+1.06397718871E+00,+1.00001225313E+00
-6.85000E-06,+1.05791922736E+00,+1.00001225313E+00
-6.84000E-06,+1.05244349319E+00,+1.00001225313E+00
-6.83000E-06,+1.04692754346E+00,+1.00001225313E+00
-6.82000E-06,+1.04084219660E+00,+1.00001225313E+00
-6.81000E-06,+1.03475152301E+00,+1.00001225313E+00
-6.80000E-06,+1.02828264435E+00,+1.00001225313E+00
-6.79000E-06,+1.02260234986E+00,+1.00001225313E+00
-6.78000E-06,+1.01781366766E+00,+1.00001225313E+00
-6.77000E-06,+1.01071145538E+00,+1.00001225313E+00
