x-axis,1,2
second,Volt,Volt
+10.20000E-03,-2.71894290E+00,+4.21821795E+00
+10.25000E-03,-2.94407037E+00,+3.99309048E+00
+10.30000E-03,-3.34608042E+00,+3.99309048E+00
+10.35000E-03,-3.55511751E+00,+3.99309048E+00
+10.40000E-03,-4.15010053E+00,+3.99309048E+00
+10.45000E-03,-4.24657061E+00,+3.68755051E+00
+10.50000E-03,-4.55211058E+00,+3.99309048E+00
+10.55000E-03,-4.95412064E+00,+3.99309048E+00
+10.60000E-03,-5.35613069E+00,+3.71970501E+00
+10.65000E-03,-5.75814074E+00,+3.59108043E+00
+10.70000E-03,-5.75814074E+00,+3.97703291E+00
+10.75000E-03,-6.16015080E+00,+3.59108043E+00
+10.80000E-03,-6.56216085E+00,+3.59108043E+00
+10.85000E-03,-6.61037293E+00,+3.59108043E+00
+10.90000E-03,-6.96417090E+00,+3.59108043E+00
+10.95000E-03,-7.02852584E+00,+3.59108043E+00
+11.00000E-03,-7.76819101E+00,+3.59108043E+00
+11.05000E-03,-7.76819101E+00,+3.59108043E+00
+11.10000E-03,-8.17020106E+00,+3.18907037E+00
+11.15000E-03,-8.28272215E+00,+3.18907037E+00
+11.20000E-03,-8.71697856E+00,+3.18907037E+00
+11.25000E-03,-9.37618530E+00,+3.18907037E+00
+11.30000E-03,-9.37623122E+00,+3.18907037E+00
+11.35000E-03,-9.77824128E+00,+3.07645743E+00
+11.40000E-03,-10.18025133E+00,+2.81916890E+00
+11.45000E-03,-10.58226138E+00,+2.78706032E+00
+11.50000E-03,-10.98427144E+00,+2.78706032E+00
+11.55000E-03,-11.38628149E+00,+2.78706032E+00
+11.60000E-03,-11.38628149E+00,+2.78706032E+00
+11.65000E-03,-11.78829154E+00,+2.78706032E+00
+11.70000E-03,-12.09388401E+00,+2.69064273E+00
+11.75000E-03,-12.19030160E+00,+2.38505027E+00
+11.80000E-03,-12.59231165E+00,+2.38505027E+00
+11.85000E-03,-12.99432170E+00,+2.38505027E+00
+11.90000E-03,-13.26761532E+00,+2.38505027E+00
+11.95000E-03,-13.39633176E+00,+1.99904530E+00
+12.00000E-03,-13.79834181E+00,+1.98304021E+00
+12.05000E-03,-13.79834181E+00,+1.98304021E+00
+12.10000E-03,-14.20035186E+00,+1.98304021E+00
+12.15000E-03,-14.20035186E+00,+1.98304021E+00
+12.20000E-03,-14.60236192E+00,+1.58103016E+00
+12.25000E-03,-14.60236192E+00,+1.58103016E+00
+12.30000E-03,-14.77933636E+00,+1.75800460E+00
+12.35000E-03,-15.00437197E+00,+1.58103016E+00
