x-axis,1,2
second,Volt,Volt
+10.20000E-03,-2.01005027E+00,-12.48932171E+00
+10.25000E-03,-2.41206032E+00,-12.48932171E+00
+10.30000E-03,-2.41206032E+00,-12.48932171E+00
+10.35000E-03,-2.41206032E+00,-12.48932171E+00
+10.40000E-03,-2.81407037E+00,-12.35113075E+00
+10.45000E-03,-2.81407037E+00,-12.25062824E+00
+10.50000E-03,-3.21608043E+00,-12.42650764E+00
+10.55000E-03,-3.61809048E+00,-12.08731166E+00
+10.60000E-03,-4.02010053E+00,-12.08731166E+00
+10.65000E-03,-4.42211059E+00,-12.08731166E+00
+10.70000E-03,-4.82412064E+00,-12.36369357E+00
+10.75000E-03,-4.86180908E+00,-11.72299004E+00
+10.80000E-03,-5.48994979E+00,-11.94912070E+00
+10.85000E-03,-5.62814075E+00,-11.68530160E+00
+10.90000E-03,-5.62814075E+00,-11.68530160E+00
+10.95000E-03,-6.03015080E+00,-11.68530160E+00
+11.00000E-03,-6.29396990E+00,-11.28329155E+00
+11.05000E-03,-6.26884427E+00,-11.52198502E+00
+11.10000E-03,-6.43216085E+00,-11.28329155E+00
+11.15000E-03,-6.79648247E+00,-11.28329155E+00
+11.20000E-03,-6.57035181E+00,-11.28329155E+00
+11.25000E-03,-6.83417091E+00,-11.04459808E+00
+11.30000E-03,-6.89698498E+00,-11.22047748E+00
+11.35000E-03,-7.23618096E+00,-10.84359305E+00
+11.40000E-03,-7.23618096E+00,-10.47927144E+00
+11.45000E-03,-7.47487443E+00,-10.47927144E+00
+11.50000E-03,-7.63819101E+00,-10.47927144E+00
+11.55000E-03,-8.04020107E+00,-10.11494983E+00
+11.60000E-03,-8.04020107E+00,-10.07726139E+00
+11.65000E-03,-8.44221112E+00,-10.07726139E+00
+11.70000E-03,-8.78140710E+00,-9.73806541E+00
+11.75000E-03,-8.84422117E+00,-10.03957295E+00
+11.80000E-03,-9.10804027E+00,-9.67525133E+00
+11.85000E-03,-9.24623123E+00,-9.67525133E+00
+11.90000E-03,-9.24623123E+00,-9.61243726E+00
+11.95000E-03,-9.28391967E+00,-9.27324128E+00
+12.00000E-03,-9.38442218E+00,-8.87123123E+00
+12.05000E-03,-9.88693475E+00,-8.87123123E+00
+12.10000E-03,-10.05025133E+00,-8.53203525E+00
+12.15000E-03,-10.05025133E+00,-8.50690962E+00
+12.20000E-03,-10.05025133E+00,-8.46922117E+00
+12.25000E-03,-10.45226139E+00,-8.23052771E+00
+12.30000E-03,-10.45226139E+00,-8.06721112E+00
+12.35000E-03,-10.45226139E+00,-7.70288951E+00
