x-axis,1,2
second,Volt,Volt
+10.20000E-03,-2.71894290E+00,-10.07726139E+00
+10.25000E-03,-2.94407037E+00,-10.15766734E+00
+10.30000E-03,-3.34608042E+00,-10.47927144E+00
+10.35000E-03,-3.74809048E+00,-10.47927144E+00
+10.40000E-03,-4.10184909E+00,-10.47927144E+00
+10.45000E-03,-4.24657061E+00,-10.78481142E+00
+10.50000E-03,-4.55211058E+00,-10.88128150E+00
+10.55000E-03,-4.95412064E+00,-11.26719461E+00
+10.60000E-03,-5.35613069E+00,-11.28329155E+00
+10.65000E-03,-5.62947679E+00,-11.28329155E+00
+10.70000E-03,-5.77419831E+00,-11.29934912E+00
+10.75000E-03,-6.16015080E+00,-11.52452251E+00
+10.80000E-03,-6.56216085E+00,-11.68530160E+00
+10.85000E-03,-6.56216085E+00,-11.73351368E+00
+10.90000E-03,-6.96417090E+00,-11.87823520E+00
+10.95000E-03,-7.30182602E+00,-12.08731166E+00
+11.00000E-03,-7.36618096E+00,-12.16767824E+00
+11.05000E-03,-7.99327911E+00,-12.08731166E+00
+11.10000E-03,-8.17020106E+00,-12.11951209E+00
+11.15000E-03,-8.57221112E+00,-12.48932171E+00
+11.20000E-03,-8.57221112E+00,-12.48932171E+00
+11.25000E-03,-8.97422117E+00,-12.48932171E+00
+11.30000E-03,-9.11889676E+00,-12.48932171E+00
+11.35000E-03,-9.37623122E+00,-12.48932171E+00
+11.40000E-03,-9.37623122E+00,-12.52143029E+00
+11.45000E-03,-9.77824128E+00,-12.48932171E+00
+11.50000E-03,-9.77824128E+00,-12.48932171E+00
+11.55000E-03,-9.77824128E+00,-12.48932171E+00
+11.60000E-03,-10.18025133E+00,-12.68234716E+00
+11.65000E-03,-10.53395746E+00,-12.53762564E+00
+11.70000E-03,-10.67867898E+00,-12.89133176E+00
+11.75000E-03,-10.98427144E+00,-12.89133176E+00
+11.80000E-03,-11.77214212E+00,-12.89133176E+00
+11.85000E-03,-11.78829154E+00,-13.01990386E+00
+11.90000E-03,-12.19030160E+00,-13.29334182E+00
+11.95000E-03,-12.59231165E+00,-13.29334182E+00
+12.00000E-03,-12.59231165E+00,-13.45406842E+00
+12.05000E-03,-12.89775977E+00,-13.38990375E+00
+12.10000E-03,-13.34817217E+00,-13.64719228E+00
+12.15000E-03,-13.39633176E+00,-13.69535187E+00
+12.20000E-03,-13.79834181E+00,-13.69535187E+00
+12.25000E-03,-13.79834181E+00,-13.37365591E+00
+12.30000E-03,-13.79834181E+00,-13.51837743E+00
+12.35000E-03,-13.83059473E+00,-13.66309895E+00
