x-axis,1,2
second,Volt,Volt
+2.80000E-03,,
+2.85000E-03,-312.17023E-03,+5.62402642E+00
+2.90000E-03,-347.84862E-03,+5.96472995E+00
+2.95000E-03,-370.96420E-03,+6.31146363E+00
+3.00000E-03,-401.61747E-03,+6.53156415E+00
+3.05000E-03,-417.19536E-03,+6.79488072E+00
+3.10000E-03,-427.74812E-03,+7.09035812E+00
+3.15000E-03,-475.98933E-03,+7.25618726E+00
+3.20000E-03,-511.66772E-03,+7.57478023E+00
+3.25000E-03,-569.95917E-03,+7.75769482E+00
+3.30000E-03,-595.58732E-03,+7.99990585E+00
+3.35000E-03,-618.70290E-03,+8.21799636E+00
+3.40000E-03,-641.81848E-03,+8.41900134E+00
+3.45000E-03,-702.12000E-03,+8.58985563E+00
+3.50000E-03,-763.42652E-03,+8.81297119E+00
+3.55000E-03,-803.62752E-03,+8.92553403E+00
+3.60000E-03,-834.78331E-03,+9.10643853E+00
+3.65000E-03,-870.46170E-03,+9.15266969E+00
+3.70000E-03,-945.83860E-03,+9.22000635E+00
+3.75000E-03,-992.06973E-03,+9.34563458E+00
+3.80000E-03,-1.00463255E+00,+9.59287071E+00
+3.85000E-03,-1.02573809E+00,+9.91648890E+00
+3.90000E-03,-1.07397930E+00,+10.24010703E+00
+3.95000E-03,-1.13930595E+00,+10.50342355E+00
+4.00000E-03,-1.19558734E+00,+10.81297126E+00
+4.05000E-03,-1.21870292E+00,+11.10744367E+00
+4.10000E-03,-1.26694413E+00,+11.32151402E+00
+4.15000E-03,-1.32423058E+00,+11.59990591E+00
+4.20000E-03,-1.38855217E+00,+11.86422765E+00
+4.25000E-03,-1.41920541E+00,+12.05417732E+00
+4.30000E-03,-1.45990895E+00,+12.32251903E+00
+4.35000E-03,-1.53327579E+00,+12.43608678E+00
+4.40000E-03,-1.59407981E+00,+12.50945366E+00
+4.45000E-03,-1.62975820E+00,+12.67528286E+00
+4.50000E-03,-1.69809994E+00,+12.77779538E+00
+4.55000E-03,-1.78905469E+00,+12.82402653E+00
+4.60000E-03,-1.80865265E+00,+12.86322246E+00
+4.65000E-03,-1.83679341E+00,+12.96674010E+00
+4.70000E-03,-1.90815020E+00,+13.03809689E+00
+4.75000E-03,-1.98201952E+00,+13.13457931E+00
+4.80000E-03,-2.01769791E+00,+13.21498126E+00
+4.85000E-03,-2.04081349E+00,+13.25216725E+00
+4.90000E-03,-2.11418033E+00,+13.35668993E+00
+4.95000E-03,-2.18754716E+00,+13.57076022E+00
+5.00000E-03,-2.22322555E+00,+13.64211701E+00
